paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta
2906;1402740;Alimmainen Lahnasjärvi;W;Vedenkorkeus;14.734;Lopetettu;17.04.1990;10.12.2006;Pohjois-Savo
2907;1402770;Keskimmäinen Lahnasjärvi;W;Vedenkorkeus;14.734;Lopetettu;17.04.1990;12.12.2005;Pohjois-Savo
2908;1402780;Ylimmäinen Lahnasjärvi;W;Vedenkorkeus;14.734;Lopetettu;01.01.1982;12.12.2005;Pohjois-Savo
2909;1402610;Savijärvi;W;Vedenkorkeus;14.743;Lopetettu;11.08.1993;30.10.1998;Pohjois-Savo
2910;1402620;Haapajärvi;W;Vedenkorkeus;14.746;Lopetettu;27.01.1992;26.10.1999;Pohjois-Savo
2911;1402640;Lampaanjärvi;W;Vedenkorkeus;14.746;Lopetettu;02.01.1988;31.12.1998;Pohjois-Savo
2912;1402630;Lampaanjoki,Pitkäkoski;W;Vedenkorkeus;14.746;Lopetettu;16.11.1988;29.11.1993;Pohjois-Savo
2913;1403440;Vesantojärvi;W;Vedenkorkeus;14.763;Lopetettu;16.03.1993;26.01.1999;Pohjois-Savo
2915;1403230;Liesjärvi;W;Vedenkorkeus;14.773;Lopetettu;29.04.1991;25.10.2004;Pohjois-Savo
2916;1403240;Saittajärvi;W;Vedenkorkeus;14.774;Lopetettu;07.05.1997;25.12.2001;Pohjois-Savo
2917;1403270;Ala-Muurainen,Välisalmi;W;Vedenkorkeus;14.771;Lopetettu;27.06.1985;24.09.2013;Pohjois-Savo
2918;1402790;Pieni Kiukoinen;W;Vedenkorkeus;14.746;Lopetettu;14.04.2000;31.10.2001;Pohjois-Savo
2919;0410402;Kontunen;W;Vedenkorkeus;04.178;Lopetettu;15.01.1971;10.12.2008;Etelä-Savo
2925;0405303;Kolvonen;W;Vedenkorkeus;04.297;Lopetettu;24.04.1989;28.08.2009;Etelä-Savo
2928;0410021;Putkilahti;W;Vedenkorkeus;04.212;Lopetettu;15.08.1985;15.04.2022;Etelä-Savo
2930;0410811;Naistinki;W;Vedenkorkeus;04.153;Lopetettu;08.04.1992;31.10.2000;Etelä-Savo
2935;1407412;Heiniöjärvi;W;Vedenkorkeus;14.937;Lopetettu;22.01.1998;31.08.2009;Etelä-Savo
2937;1407423;Paihmaa;W;Vedenkorkeus;14.964;Lopetettu;02.04.1970;29.07.2024;Etelä-Savo
2939;1407413;Säytjärvi;W;Vedenkorkeus;14.937;Lopetettu;23.03.1976;28.12.2009;Etelä-Savo
2940;1407411;Ala- Siili;W;Vedenkorkeus;14.935;Lopetettu;23.05.1979;30.06.2020;Etelä-Savo
2941;1406811;Ylä- Rääveli;W;Vedenkorkeus;14.172;Lopetettu;09.04.1981;30.09.2008;Etelä-Savo
2942;1403404;Tuomiojärvi;W;Vedenkorkeus;14.785;Lopetettu;16.05.1990;30.12.2009;Etelä-Savo
2943;1407422;Asonlampi;W;Vedenkorkeus;14.964;Lopetettu;05.09.1983;31.10.2009;Etelä-Savo
2944;1407421;Iso- Kylmä;W;Vedenkorkeus;14.964;Lopetettu;01.04.1985;10.12.2009;Etelä-Savo
2945;1403521;Vehkalampi;W;Vedenkorkeus;14.795;Lopetettu;01.04.1985;21.11.2008;Etelä-Savo
2946;1403522;Uuhilampi;W;Vedenkorkeus;14.795;Lopetettu;04.04.1985;27.09.2022;Etelä-Savo
2949;0406130;Kangaslampi;W;Vedenkorkeus;04.516;Lopetettu;21.02.2002;30.12.2009;Pohjois-Savo
2950;0408210;Immolanjärvi;W;Vedenkorkeus;04.214;Lopetettu;01.03.2002;31.12.2008;Pohjois-Savo
2952;1403030;Tallusjärvi;W;Vedenkorkeus;14.772;Lopetettu;01.04.2002;15.11.2014;Pohjois-Savo
2955;1800100;Kanteleenjärvi;W;Vedenkorkeus;18.036;Lopetettu;02.08.2000;01.12.2010;Uusimaa
2958;8103500;Tampaja;W;Vedenkorkeus;81.057;Lopetettu;04.07.1994;20.11.2005;Uusimaa
2960;1500400;Taasianjoki, Heikinkylä;W;Vedenkorkeus;15.002;Lopetettu;24.10.1989;30.09.2015;Uusimaa
2962;1600200;Sävträsk, ylä;W;Vedenkorkeus;16.001;Lopetettu;17.04.1985;29.12.2015;Uusimaa
2963;2300120;Saarijärvi;W;Vedenkorkeus;23.063;Lopetettu;03.09.1947;20.11.2008;Uusimaa
2964;1600800;Syväjärvi;W;Vedenkorkeus;16.002;Lopetettu;15.07.1993;13.12.2015;Uusimaa
2965;2300330;Ylimmäinen, Ali-Kärrinjoki;W;Vedenkorkeus;23.096;Lopetettu;27.03.1987;26.04.2011;Uusimaa
2967;1900600;Suojärvi;W;Vedenkorkeus;19.005;Lopetettu;13.04.1949;25.11.2000;Uusimaa
2968;2300230;Pusulanjoki, Hyvelän silta;W;Vedenkorkeus;23.061;Lopetettu;14.05.1997;30.07.2015;Uusimaa
2971;2200800;Lilla Lonoks, Harvsån;W;Vedenkorkeus;22.008;Lopetettu;19.05.1998;15.11.2010;Uusimaa
2972;2200900;Stora Lonoks;W;Vedenkorkeus;22.008;Lopetettu;01.01.1977;31.12.1995;Uusimaa
2974;2105000;Salmijärvi, luusua;W;Vedenkorkeus;21.045;Lopetettu;03.01.1999;27.02.2013;Uusimaa
2975;8103300;Djupström;W;Vedenkorkeus;81.061;Lopetettu;01.07.1998;30.12.2006;Uusimaa
2977;1800400;Porvoonjoki, Yrjölän ranta;W;Vedenkorkeus;18.022;Lopetettu;24.04.1986;31.05.2010;Uusimaa
2979;1601200;Koskenkylänjoki, Forsbynkoski;W;Vedenkorkeus;16.001;Lopetettu;08.06.1993;04.12.1998;Uusimaa
2983;2300130;Vanjärvi;W;Vedenkorkeus;23.042;Lopetettu;09.02.1999;14.11.2013;Uusimaa
2984;1500200;Taasianjoki, Lindkoski;W;Vedenkorkeus;15.002;Lopetettu;19.03.1977;31.07.2012;Uusimaa
2988;2200330;Palojärvi eli Palajärvi;W;Vedenkorkeus;22.003;Lopetettu;02.04.1977;31.12.2003;Uusimaa
2989;2300400;Averia;W;Vedenkorkeus;23.092;Lopetettu;05.01.1979;30.11.2012;Uusimaa
2991;2300280;Nummenjoki, Härkäjoen silta;W;Vedenkorkeus;23.061;Lopetettu;10.06.1981;16.09.2014;Uusimaa
2993;8103000;Finnträsk;W;Vedenkorkeus;81V060;Lopetettu;05.03.1985;30.09.2008;Uusimaa
2994;2300290;Koisjärvi, Koisjärvenojan mts;W;Vedenkorkeus;23.068;Lopetettu;16.04.1985;15.05.2014;Uusimaa
2995;2300291;Kyynäräjärvi, laskuojan rumpu;W;Vedenkorkeus;23.061;Lopetettu;14.04.1985;31.01.2018;Uusimaa
2996;1800410;Takajärvi, uimaranta;W;Vedenkorkeus;18.021;Lopetettu;04.11.1986;29.07.2016;Uusimaa
2997;1800420;Vahijärvi;W;Vedenkorkeus;18.013;Lopetettu;02.11.1989;31.12.2015;Uusimaa
2998;2300820;Puujärvi, säännöstelypato;W;Vedenkorkeus;23.023;Lopetettu;14.09.1991;31.12.2011;Uusimaa
3000;2300220;Kovelanjärvi eli Myllyjärvi;W;Vedenkorkeus;23.071;Lopetettu;12.09.1993;21.01.2004;Uusimaa
3003;8102900;Mankinjoki, kehä III:n silta;W;Vedenkorkeus;81.057;Lopetettu;08.05.1995;29.10.2014;Uusimaa
3007;2300810;Vähäjärvi;W;Vedenkorkeus;23.022;Lopetettu;15.01.1995;18.04.2010;Uusimaa
3010;2200500;Petäjärvi;W;Vedenkorkeus;22.008;Lopetettu;18.08.1995;29.07.2003;Uusimaa
3011;2105100;Otalampi;W;Vedenkorkeus;21.045;Lopetettu;14.05.1997;12.01.2006;Uusimaa
3012;3501310;Vitsiälänvuolle, ala (Hauhonselkä);W;Vedenkorkeus;35.772;Lopetettu;01.05.1998;30.11.2009;Kanta-Häme
3013;8102500;Viikin luonnonsuojelualue;W;Vedenkorkeus;81V049;Lopetettu;22.06.1999;21.09.2007;Uusimaa
3014;2300410;Kotojärvi eli Lahnusta;W;Vedenkorkeus;23.092;Lopetettu;10.01.2000;13.09.2013;Uusimaa
3016;2104800;Luhtaanmäenjoki (Keimola);W;Vedenkorkeus;21.012;Lopetettu;07.01.1997;16.06.2025;Uusimaa
3022;0410470;Rautjärvi;W;Vedenkorkeus;04.193;Lopetettu;19.03.1979;10.01.2003;Etelä-Karjala
3043;1410931;Villikkalanjoki, pato;W;Vedenkorkeus;14.116;Lopetettu;17.09.1990;24.12.2007;Kymenlaakso
3046;0410812;Keskimmäinen;W;Vedenkorkeus;04.115;Lopetettu;11.05.1970;31.12.2009;Etelä-Savo
3047;0410423;Nevajärvi;W;Vedenkorkeus;04.253;Lopetettu;20.03.1970;28.12.2008;Etelä-Savo
3054;5300910;Vääräjoki, Torvenperän silta;W;Vedenkorkeus;53.094;Lopetettu;05.05.1975;31.12.1995;Pohjois-Pohjanmaa
3057;5400130;Parkkimanjärvi;W;Vedenkorkeus;54.059;Lopetettu;24.01.1978;31.12.2001;Pohjois-Pohjanmaa
3058;5400140;Komujärvi;W;Vedenkorkeus;54.053;Lopetettu;01.01.1981;31.12.1988;Pohjois-Pohjanmaa
3059;5300810;Siiponjoki, Kurikkala;W;Vedenkorkeus;53.016;Lopetettu;05.05.1975;31.01.1998;Pohjois-Pohjanmaa
3063;1800430;Sääksjärvi, Mäntsälä;W;Vedenkorkeus;18.062;Lopetettu;31.05.2002;28.12.2015;Uusimaa
3064;2300241;Valkjärvi, Sammatti;W;Vedenkorkeus;23.074;Lopetettu;16.11.2000;19.12.2008;Uusimaa
3065;2300242;Ruokjärvi;W;Vedenkorkeus;23.074;Lopetettu;14.12.2000;19.12.2008;Uusimaa
3066;2300243;Haarjärvi;W;Vedenkorkeus;23.074;Lopetettu;17.11.2000;30.09.2008;Uusimaa
3067;2300244;Kirmustenjärvi;W;Vedenkorkeus;23.024;Lopetettu;16.11.2000;13.12.2013;Uusimaa
3069;2300231;Ruutinlampi;W;Vedenkorkeus;23.061;Lopetettu;12.04.2002;25.12.2008;Uusimaa
3076;1300102;Keisarinkoski;W;Vedenkorkeus;13.002;Lopetettu;02.04.2003;17.12.2008;Kymenlaakso
3105;3503110;Kalvola, Muulinjärvi;W;Vedenkorkeus;35.285;Lopetettu;01.04.1954;20.05.2014;Kanta-Häme
3106;3509113;Oksjärvi;W;Vedenkorkeus;35.937;Lopetettu;22.08.2001;26.11.2003;Kanta-Häme
3111;3502320;Torho;W;Vedenkorkeus;35.886;Lopetettu;05.04.1969;30.09.2004;Kanta-Häme
3112;3502520;Lehijärvi;W;Vedenkorkeus;35.237;Lopetettu;22.09.1971;02.02.2009;Kanta-Häme
3115;3502510;Hattelmalanjärvi;W;Vedenkorkeus;35.233;Lopetettu;29.07.1953;30.09.2012;Kanta-Häme
3124;3501211;Kuohijärvi;W;Vedenkorkeus;35.782;Lopetettu;10.05.1993;23.09.2007;Kanta-Häme
3126;3501920;Puujoki, kartanon silta, (koiravuolle);W;Vedenkorkeus;35.822;Lopetettu;10.03.1939;24.04.1964;Kanta-Häme
3128;3501840;Ormajärvi;W;Vedenkorkeus;35.792;Lopetettu;30.08.2001;27.04.2022;Kanta-Häme
3130;3501220;Ekojärvi, ekojoki, vähä-evo;W;Vedenkorkeus;35.787;Lopetettu;16.10.2000;27.11.2013;Kanta-Häme
3135;3501830;Viipsjärvi;W;Vedenkorkeus;35.836;Lopetettu;14.09.2003;27.02.2005;Kanta-Häme
3137;1405820;Salaksjärvi;W;Vedenkorkeus;14.221;Lopetettu;;;Päijät-Häme
3139;1405810;Kirkjärvi;W;Vedenkorkeus;14.228;Lopetettu;14.01.1980;28.01.1999;Päijät-Häme
3140;1406922;Kärkjärvi, herneniemen luoteisranta;W;Vedenkorkeus;14.163;Lopetettu;24.10.2000;28.11.2003;Päijät-Häme
3144;1405710;Iso Suojärvi;W;Vedenkorkeus;14.823;Lopetettu;09.05.1996;21.07.2019;Keski-Suomi
3148;8101800;Lapinjärvi;W;Vedenkorkeus;81.027;Lopetettu;04.01.2003;28.12.2011;Uusimaa
3149;1500100;Taasianjoki, Kimonkylä;W;Vedenkorkeus;15.003;Lopetettu;17.05.1989;30.09.2015;Uusimaa
3150;2300830;Hormajärvi;W;Vedenkorkeus;23.025;Lopetettu;03.06.2003;27.12.2015;Uusimaa
3151;2300245;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;05.07.2001;19.04.2005;Uusimaa
3154;1405010;Suolivesi;W;Vedenkorkeus;14.524;Lopetettu;18.04.2004;30.04.2010;Keski-Suomi
3161;2300246;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;15.01.2004;22.08.2014;Uusimaa
3165;3505610;Harahuhta, Kuorevesi;W;Vedenkorkeus;35.611;Lopetettu;01.09.2004;28.02.2007;Pirkanmaa
3167;0405702;Rotimojärvi;W;Vedenkorkeus;04.546;Lopetettu;05.01.2004;31.12.2008;Pohjois-Savo
3168;1600120;Siippo eli Niemenjärvi, pato;W;Vedenkorkeus;16.005;Lopetettu;29.04.1986;24.11.1995;Uusimaa
3169;1600130;Sopajärvi, laskujoki;W;Vedenkorkeus;16.005;Lopetettu;23.04.1986;24.11.1995;Uusimaa
3170;1601210;Koskenkylänjoki, Hammarfors;W;Vedenkorkeus;16.001;Lopetettu;19.03.1986;08.04.1991;Uusimaa
3171;1700700;Kotojärvi, Myrskylä;W;Vedenkorkeus;17.006;Lopetettu;01.06.1955;24.09.1995;Uusimaa
3172;1900410;Kotojärvi, lintutorni;W;Vedenkorkeus;19.004;Lopetettu;04.04.1984;30.12.1996;Uusimaa
3173;1900420;Kotojärvi, Luhtaanoja;W;Vedenkorkeus;19.004;Lopetettu;04.04.1984;27.04.1997;Uusimaa
3174;2200630;Karhujärvi eli Björnträsk;W;Vedenkorkeus;22.003;Lopetettu;01.04.1995;26.09.2005;Uusimaa
3175;2200640;Siuntionjoki, Kvarnbyn pato;W;Vedenkorkeus;22.002;Lopetettu;12.10.1995;26.11.1995;Uusimaa
3177;2300111;Pyhäjärvi, Vanjoen silta;W;Vedenkorkeus;23.042;Lopetettu;01.01.1984;31.12.1992;Uusimaa
3178;2300401;Olkkalanjoki, myllypato;W;Vedenkorkeus;23.091;Lopetettu;05.01.1979;15.01.1993;Uusimaa
3179;2300247;Nummenjoki, Kuilunnokka;W;Vedenkorkeus;23.071;Lopetettu;09.04.1987;26.11.1991;Uusimaa
3181;8102010;Loviisanjoki, vikaksen silta;W;Vedenkorkeus;81.027;Lopetettu;02.01.1977;14.12.1992;Uusimaa
3183;8102820;Juusjärvi;W;Vedenkorkeus;81.057;Lopetettu;01.04.1962;15.10.1964;Uusimaa
3184;8102830;Lapinkylänjärvi;W;Vedenkorkeus;81.057;Lopetettu;01.03.1959;15.11.1964;Uusimaa
3202;2400500;Omenojärvi;W;Vedenkorkeus;24.063;Lopetettu;07.04.1983;31.01.2011;Varsinais-Suomi
3205;3510610;Kullaanjoki, jokihaaran silta;W;Vedenkorkeus;35.142;Lopetettu;01.02.1967;31.03.2002;Satakunta
3209;3600141;Suomijärvi, kattilajoen silta;W;Vedenkorkeus;36.084;Lopetettu;03.06.2001;29.11.2005;Satakunta
3210;5400310;Piipsjärvi;W;Vedenkorkeus;54.071;Lopetettu;19.02.1986;28.12.1999;Pohjois-Pohjanmaa
3220;1405520;Viheri;W;Vedenkorkeus;14.831;Lopetettu;01.05.1999;30.11.2006;Keski-Suomi
3221;1401830;Horonalanen;W;Vedenkorkeus;14.622;Lopetettu;15.05.1987;19.06.2008;Keski-Suomi
3228;1401820;Vartejärvi;W;Vedenkorkeus;14.622;Lopetettu;15.05.1987;30.12.2008;Keski-Suomi
3229;1401720;Hepolampi;W;Vedenkorkeus;14.623;Lopetettu;13.05.1987;11.05.2003;Keski-Suomi
3230;1400720;Ala-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;01.07.2000;29.10.2004;Keski-Suomi
3231;1400730;Ylä-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;08.10.1999;26.10.2001;Keski-Suomi
3261;8101920;Savijärvi, Sipoo;W;Vedenkorkeus;81.043;Lopetettu;04.01.1983;29.11.1995;Uusimaa
3268;4900430;Rauman silta;W;Vedenkorkeus;49.023;Lopetettu;;;Keski-Pohjanmaa
3269;4900420;Kattilakoski;W;Vedenkorkeus;49.023;Lopetettu;03.12.1970;31.12.1987;Keski-Pohjanmaa
3270;4900421;Haaviston silta;W;Vedenkorkeus;49.022;Lopetettu;01.01.1971;27.12.1979;Pohjanmaa
3271;4900422;Laiskaniemi;W;Vedenkorkeus;49.022;Lopetettu;;;Pohjanmaa
3272;4900342;Paasilan silta;W;Vedenkorkeus;49.022;Lopetettu;11.12.1970;31.12.1985;Pohjanmaa
3273;4900343;Tastin sillan yläp.;W;Vedenkorkeus;49.021;Lopetettu;01.01.1971;30.04.1983;Pohjanmaa
3274;5100340;Sykäräinen;W;Vedenkorkeus;51.031;Lopetettu;07.05.1975;31.08.1983;Keski-Pohjanmaa
3281;3509170;Tammela, Talpianjärvi;W;Vedenkorkeus;35.938;Lopetettu;23.04.2004;06.10.2010;Kanta-Häme
3282;0406412;Patalahti-ylä;W;Vedenkorkeus;04.282;Lopetettu;11.04.2003;31.12.2008;Pohjois-Savo
3283;0406411;Patalahti-ala;W;Vedenkorkeus;04.282;Lopetettu;11.04.2003;31.12.2008;Pohjois-Savo
3284;1402741;Korppinen;W;Vedenkorkeus;14.734;Lopetettu;14.12.2004;28.10.2020;Pohjois-Savo
3285;3502620;Hattula, Lepaa-Vanajanselkä;W;Vedenkorkeus;35.232;Lopetettu;24.04.2005;10.08.2016;Kanta-Häme
3286;3502610;Hattula, Mierola;W;Vedenkorkeus;35.232;Lopetettu;22.05.2005;17.07.2006;Kanta-Häme
3304;2105200;Tuusulanjoki, Jokitien silta;W;Vedenkorkeus;21.081;Lopetettu;12.01.2005;20.12.2011;Uusimaa
3305;2105500;Tuusulanjoki, Katriinantiensilta;W;Vedenkorkeus;21.081;Lopetettu;01.04.2005;20.12.2011;Uusimaa
3306;2105400;Tuusulanjoki, Myllykylä;W;Vedenkorkeus;21.081;Lopetettu;05.04.2005;20.08.2012;Uusimaa
3307;2105410;Tuusulanjoki, Soiniityntien silta;W;Vedenkorkeus;21.081;Lopetettu;01.04.2005;20.12.2011;Uusimaa
3317;0407913;Keskimmäinen;W;Vedenkorkeus;04.692;Lopetettu;01.11.2004;30.08.2008;Pohjois-Savo
3318;3509114;Jänijärvi;W;Vedenkorkeus;35.973;Lopetettu;26.10.1938;30.01.2022;Kanta-Häme
3323;2400111;Lohilampi;W;Vedenkorkeus;24.033;Lopetettu;05.06.2005;19.11.2008;Uusimaa
3325;3502430;Joutjärvi;W;Vedenkorkeus;35.882;Lopetettu;;;Kanta-Häme
3332;0300451;Kangaskoski, ala;W;Vedenkorkeus;03.011;Lopetettu;01.01.2006;31.07.2021;Etelä-Karjala
1827;0406410;Onkivesi, Vianto, ylä;W;Vedenkorkeus;04.511;Lopetettu;16.03.1863;31.12.1873;Pohjois-Savo
1829;0406600;Kallavesi, Ruokovirta, ylä;W;Vedenkorkeus;04.282;Lopetettu;01.03.1868;31.12.1965;Pohjois-Savo
1837;0407300;Alaluostanjärvi;W;Vedenkorkeus;04.681;Lopetettu;09.08.1916;30.06.1992;Pohjois-Savo
1838;0407400;Keyritynjoki;W;Vedenkorkeus;04.672;Lopetettu;01.01.1966;31.12.1987;Pohjois-Savo
1840;0407600;Vuotjärvi, Lastukoski, ala;W;Vedenkorkeus;04.621;Lopetettu;01.01.1907;31.07.1992;Pohjois-Savo
1842;0407620;Vuotjärvi, Niskakoski;W;Vedenkorkeus;04.621;Lopetettu;01.01.1920;31.12.1958;Pohjois-Savo
1843;0407622;Juankoski, Uittoruuhi;W;Vedenkorkeus;04.621;Lopetettu;01.01.1932;31.12.1958;Pohjois-Savo
1844;0407630;Juankosken voimalaitos, ala;W;Vedenkorkeus;04.612;Lopetettu;02.01.1929;30.09.2008;Pohjois-Savo
1847;0407710;Lammensalmi,Y;W;Vedenkorkeus;04.612;Lopetettu;01.01.1962;31.12.1995;Pohjois-Savo
1850;0407800;Kallavesi, Ruokovirta, ala;W;Vedenkorkeus;04.281;Lopetettu;01.01.1880;31.12.1990;Pohjois-Savo
1852;0407930;Räimänkoski;W;Vedenkorkeus;04.281;Lopetettu;29.03.1982;11.01.2018;Pohjois-Savo
1854;0407980;Suvasvesi;W;Vedenkorkeus;04.273;Lopetettu;20.12.1971;31.12.1972;Pohjois-Savo
1857;0408110;Leppävirta;W;Vedenkorkeus;04.271;Lopetettu;01.01.1925;31.12.1990;Pohjois-Savo
1858;0408140;Unnukka, Kopolanvirta 4;W;Vedenkorkeus;04.271;Lopetettu;01.01.1945;28.12.1971;Pohjois-Savo
1859;0408150;Unnukka, Kopolanvirta 5;W;Vedenkorkeus;04.271;Lopetettu;01.01.1945;31.12.1974;Pohjois-Savo
1860;0408160;Unnukka, Kopolanvirta 6;W;Vedenkorkeus;04.271;Lopetettu;01.01.1945;31.12.1974;Pohjois-Savo
1861;0408170;Unnukka, Pitkälänniemi;W;Vedenkorkeus;04.271;Lopetettu;10.01.1945;31.10.1974;Pohjois-Savo
1864;0408310;Vaikonjoki, Kärenjärvi;W;Vedenkorkeus;04.742;Lopetettu;26.05.1986;31.08.1993;Pohjois-Savo
1866;0408410;Kaavinjärvi, Kaavinkoski;W;Vedenkorkeus;04.731;Lopetettu;01.01.1960;15.01.2018;Pohjois-Savo
1867;0408500;Juojärvi, Pölläsenlahti;W;Vedenkorkeus;04.711;Lopetettu;18.06.1912;31.03.1933;Pohjois-Karjala
1868;0408510;Juojärvi, Ohtaansalmi;W;Vedenkorkeus;04.711;Lopetettu;01.01.1959;30.06.1992;Pohjois-Karjala
1870;0408600;Juojärvi, Patoonkoski;W;Vedenkorkeus;04.711;Lopetettu;01.01.1908;31.12.1930;Pohjois-Karjala
1871;0408610;Juojärvi, Taivallahti, ylä;W;Vedenkorkeus;04.711;Lopetettu;01.01.1928;31.12.1995;Pohjois-Karjala
1872;0408620;Varisvesi, Varistaipale, ala;W;Vedenkorkeus;04.273;Lopetettu;01.08.1927;31.12.1995;Pohjois-Karjala
1874;0408800;Kermajärvi, Karvio, ala;W;Vedenkorkeus;04.274;Lopetettu;01.01.1897;31.12.1995;Pohjois-Karjala
1876;0409000;Kerman kanava, ala;W;Vedenkorkeus;04.274;Lopetettu;02.04.1902;31.12.1995;Pohjois-Karjala
1877;0409100;Vihovuonteen kanava, ylä;W;Vedenkorkeus;04.274;Lopetettu;01.01.1903;31.12.1995;Pohjois-Karjala
1878;0409200;Ruokovesi, Vihovuonne, ala;W;Vedenkorkeus;04.274;Lopetettu;02.04.1902;31.12.1995;Pohjois-Karjala
1879;0409300;Ruokovesi, Pilppa, ylä;W;Vedenkorkeus;04.221;Lopetettu;01.01.1903;30.11.1999;Pohjois-Karjala
1880;0409400;Pilpan kanava, ala;W;Vedenkorkeus;04.221;Lopetettu;01.04.1902;31.12.1995;Pohjois-Karjala
1882;0409600;Osmajärvi, Sorsakoski, ala;W;Vedenkorkeus;04.262;Lopetettu;01.01.1926;31.12.1993;Pohjois-Savo
1883;0409700;Kuvansi, Kuvansinjoki;W;Vedenkorkeus;04.261;Lopetettu;01.01.1913;28.02.1978;Pohjois-Savo
1885;0409900;Sysmäjärvi;W;Vedenkorkeus;04.251;Lopetettu;01.01.1912;31.12.1956;Pohjois-Savo
1887;0410000;Kolkonjärvi;W;Vedenkorkeus;04.242;Lopetettu;01.07.1911;31.03.1933;Etelä-Savo
1888;0410100;Haukivesi, Taipale, ala;W;Vedenkorkeus;04.211;Lopetettu;01.01.1864;31.01.2010;Pohjois-Savo
1890;0410310;Haukivesi, Savonlinna, ylä;W;Vedenkorkeus;04.211;Lopetettu;11.07.1911;31.12.1993;Etelä-Savo
1893;0410420;Rautjärvi, Siikakoski;W;Vedenkorkeus;04.112;Lopetettu;07.01.1975;31.12.1993;Etelä-Savo
1896;0410800;Saimaa, Mikkeli;W;Vedenkorkeus;04.151;Lopetettu;04.06.1909;30.09.1992;Etelä-Savo
1897;0411000;Louhivesi, Juurisalmi;W;Vedenkorkeus;04.151;Lopetettu;01.07.1867;31.12.1987;Etelä-Savo
1899;0411100;Saimaa, Puumala;W;Vedenkorkeus;04.112;Lopetettu;01.01.1885;31.12.1931;Etelä-Savo
1901;0411210;Saimaa, Lauritsala;W;Vedenkorkeus;04.112;Lopetettu;01.01.1968;31.12.1984;Etelä-Karjala
1902;0411300;Saimaa, Vuoksenniska;W;Vedenkorkeus;04.112;Lopetettu;01.01.1931;31.12.1936;Etelä-Karjala
1903;0411310;Saimaa, Niskalampi;W;Vedenkorkeus;04.112;Lopetettu;01.04.1931;31.01.1987;Etelä-Karjala
1904;0411410;Vuoksi, Tainionkoski, pato;W;Vedenkorkeus;04.112;Lopetettu;01.01.1932;30.06.1987;Etelä-Karjala
1905;0411430;Vuoksi, Tainionkoski, ylä;W;Vedenkorkeus;04.111;Lopetettu;01.01.1971;31.12.1995;Etelä-Karjala
1906;0411520;Vuoksi, Tainionkoski, ala;W;Vedenkorkeus;04.111;Lopetettu;01.01.1932;31.12.1995;Etelä-Karjala
1907;0411710;Vuoksi, Mellonlahti;W;Vedenkorkeus;04.191;Lopetettu;01.01.1939;31.12.1980;Etelä-Karjala
1908;0411740;Vuoksi, Saunaranta;W;Vedenkorkeus;04.191;Lopetettu;01.01.1981;30.04.1994;Etelä-Karjala
1909;0411800;Vuoksi, Kyyrönkoski;W;Vedenkorkeus;04.191;Lopetettu;01.01.1936;31.12.1964;Etelä-Karjala
1910;0411910;Vuoksi, Kyyrönkoski, ala;W;Vedenkorkeus;04.191;Lopetettu;01.01.1945;31.10.1947;Etelä-Karjala
1911;0412000;Vuoksi, Myllykoski, ala;W;Vedenkorkeus;04.191;Lopetettu;01.01.1911;31.12.1943;Etelä-Karjala
1912;0412200;Vuoksi, Vallinkoski, ala;W;Vedenkorkeus;04.191;Lopetettu;01.01.1911;04.11.1925;Etelä-Karjala
1915;1400200;Alvajärvi;W;Vedenkorkeus;14.481;Lopetettu;01.01.1910;30.06.1932;Keski-Suomi
1917;1400310;Elämäjärvi;W;Vedenkorkeus;14.493;Lopetettu;01.01.1947;31.12.1969;Keski-Suomi
1918;1400400;Kolima, pohj.;W;Vedenkorkeus;14.472;Lopetettu;01.01.1910;31.12.1950;Keski-Suomi
1919;1400410;Löytänä;W;Vedenkorkeus;14.438;Lopetettu;01.01.1941;30.06.1948;Keski-Suomi
1922;1400600;Jäppäjärvi;W;Vedenkorkeus;14.452;Lopetettu;01.01.1910;31.12.1950;Keski-Suomi
1923;1400700;Kivijärvi, pohj.;W;Vedenkorkeus;14.443;Lopetettu;16.08.1909;31.12.2010;Keski-Suomi
1924;1400710;Heitjärvi;W;Vedenkorkeus;14.446;Lopetettu;01.01.1941;31.12.1999;Keski-Suomi
1925;1400800;Kivijärvi, etelä;W;Vedenkorkeus;14.443;Lopetettu;01.01.1910;30.04.1992;Keski-Suomi
1929;1400910;Hilmon voimalaitos, ala;W;Vedenkorkeus;14.441;Lopetettu;01.01.1958;31.03.1999;Keski-Suomi
1932;1401200;Keitele, itä;W;Vedenkorkeus;14.421;Lopetettu;01.01.1910;31.12.1931;Pohjois-Savo
1933;1401210;Keitele, Neiturintaipale, ylä;W;Vedenkorkeus;14.421;Lopetettu;01.01.1928;30.04.1994;Keski-Suomi
1934;1401300;Keitele, Suolahti;W;Vedenkorkeus;14.411;Lopetettu;01.01.1909;31.12.1993;Keski-Suomi
1935;1401400;Kyyjärvi;W;Vedenkorkeus;14.643;Lopetettu;01.01.1910;31.12.1998;Keski-Suomi
