fid,paikka_id,tunnus,nimi,suurekoodi,suure,vesistonumero,tila,ensimmainenhavainto,viimeisinhavainto,koordertmpohj,koordertmita,layer,path,namefin
555,1129,"3400500",Suutelankoski,Q,Virtaama,"34.011",Lopetettu,01.01.1965,31.12.1984,6797319,216093,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
556,1130,"3500100",Juupajoki,Q,Virtaama,"35.751",Lopetettu,01.01.1911,31.12.1920,6844649,365748,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
557,1132,"3500400",Pitkävesi - luusua,Q,Virtaama,"35.761",Lopetettu,01.01.1911,31.12.1937,6836724,381475,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
558,1135,"3501050",Porraskoski,Q,Virtaama,"35.783",Lopetettu,01.01.1984,31.05.1987,6792343,389459,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kanta-Häme
559,1142,"3502000","Puujoki, Leppäkoski",Q,Virtaama,"35.821",Lopetettu,01.01.1911,31.12.1937,6749388,375500,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kanta-Häme
560,1143,"3502300",Haapajärvi - luusua,Q,Virtaama,"35.881",Lopetettu,01.01.1911,31.12.1952,6750771,364278,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kanta-Häme
561,1144,"3502340",Hyvikkälänjoki,Q,Virtaama,"35.882",Lopetettu,03.11.1978,31.12.1991,6750740,364271,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Kanta-Häme
562,1145,"3503100",Tarpianjoki,Q,Virtaama,"35.281",Lopetettu,01.01.1911,31.12.1932,6789798,326608,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
563,1149,"3503900",Niemisvesi - luusua,Q,Virtaama,"35.471",Lopetettu,01.01.1911,31.12.1920,6941326,356872,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
564,1150,"3504000",Ouluvesi - luusua,Q,Virtaama,"35.431",Lopetettu,01.01.1911,31.12.1935,6936043,347858,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
565,1152,"3504100",Kahilanjärvi - luusua,Q,Virtaama,"35.423",Lopetettu,17.04.1956,31.12.1981,6919328,336123,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
566,1153,"3504400",Toisvesi - Herraskoski,Q,Virtaama,"35.421",Lopetettu,01.01.1904,31.12.1979,6908301,329655,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
567,1154,"3504700",Pihlajavesi - luusua,Q,Virtaama,"35.483",Lopetettu,01.01.1911,30.09.1986,6915587,362777,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Keski-Suomi
568,1156,"3505200",Sinerväjärvi - luusua,Q,Virtaama,"35.672",Lopetettu,01.01.1931,31.12.1999,6923630,383372,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Keski-Suomi
569,1161,"3506951","Tampere, Alakoski",Q,Virtaama,"35.211",Lopetettu,01.01.1970,31.08.1984,6822311,327753,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
570,1162,"3507300",Nokia,Q,Virtaama,"35.211",Lopetettu,01.01.1939,31.12.1952,6819491,310157,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
571,1164,"3507500",Nerkoonjärvi - luusua,Q,Virtaama,"35.538",Lopetettu,01.01.1931,08.09.1939,6900709,299708,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
572,1165,"3507600",Linnanjärvi - luusua,Q,Virtaama,"35.533",Lopetettu,01.01.1911,31.12.1957,6890400,294640,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
573,1167,"3507700",Parkanonjoki,Q,Virtaama,"35.531",Lopetettu,01.01.1931,31.12.1971,6869734,289500,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
574,1169,"3508000",Jämijärvi - luusua,Q,Virtaama,"35.541",Lopetettu,01.01.1931,31.12.1954,6859625,278325,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
575,1170,"3508200",Kyröskoski,Q,Virtaama,"35.521",Lopetettu,01.01.1907,31.12.1933,6843083,298314,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
576,1172,"3508500",Mätikkö - luusua,Q,Virtaama,"35.161",Lopetettu,01.01.1911,31.12.1954,6824027,291607,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
577,1173,"3508700",Vammaskoski,Q,Virtaama,"35.131",Lopetettu,01.01.1911,31.12.1950,6808129,280976,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
578,1175,"3508800",Kiikka,Q,Virtaama,"35.123",Lopetettu,01.09.1902,31.12.1957,6805396,274388,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
579,1176,"3509050",Äetsä,Q,Virtaama,"35.123",Lopetettu,01.01.1940,31.12.1955,6801475,269351,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
580,1177,"3509051",Äetsä,Q,Virtaama,"35.123",Lopetettu,01.01.1949,31.12.1956,6801475,269351,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pirkanmaa
581,1179,"3509120",Salkolanjärvi - luusua,Q,Virtaama,"35.983",Lopetettu,01.01.1975,31.12.1990,6726734,329713,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Varsinais-Suomi
582,1182,"3509200","Loimijoki, Vesikoski",Q,Virtaama,"35.921",Lopetettu,01.11.1910,31.12.1935,6753603,284194,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Varsinais-Suomi
583,1184,"3509400","Loimijoki, Maurialankoski",Q,Virtaama,"35.912",Lopetettu,01.01.1931,31.12.1984,6785965,268102,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
584,1189,"3510600",Harjunpäänjoki,Q,Virtaama,"35.141",Lopetettu,01.01.1970,31.12.1991,6828604,228401,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
585,1191,"3600850",Vatajankoski,Q,Virtaama,"36.031",Lopetettu,01.01.1990,04.11.2022,6875136,250212,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
586,1193,"3602210","Eteläjoki, Maantiesilta",Q,Virtaama,"36.016",Lopetettu,08.09.1999,30.08.2013,6843239,223338,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Satakunta
587,1198,"3700400",Perus,Q,Virtaama,"37.013",Lopetettu,01.01.1970,31.12.1979,6912531,218679,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjanmaa
588,1199,"3800900",Tiukka,Q,Virtaama,"38.001",Lopetettu,01.01.1972,31.08.1985,6920047,212460,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjanmaa
589,1202,"4000900",Köpingsbro,Q,Virtaama,"40.002",Lopetettu,01.01.1972,31.12.1978,6991011,223519,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjanmaa
590,1205,"4200100",Koskuejärvi - luusua,Q,Virtaama,"42.055",Lopetettu,18.06.1925,31.12.1966,6920995,285075,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
591,1206,"4200200","Jalasjoki, Luopa",Q,Virtaama,"42.042",Lopetettu,01.01.1926,31.12.1947,6947293,267910,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
592,1207,"4200210","Jalasjoki, Luopa",Q,Virtaama,"42.042",Lopetettu,01.06.1960,31.10.1964,6946656,271763,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
593,1208,"4200220","Koskutjoki, Koskue",Q,Virtaama,"42.054",Lopetettu,22.06.1982,31.08.1984,6923504,284104,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
594,1209,"4200230",Koskutjoki,Q,Virtaama,"42.054",Lopetettu,01.09.1984,16.09.2009,6924043,283721,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
595,1211,"4200251","Kauhajoki, Jyllinkoski",Q,Virtaama,"42.041",Lopetettu,01.04.1959,31.12.1969,6947662,264404,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
596,1216,"4400200",Nurmonjoki,Q,Virtaama,"44.091",Lopetettu,01.01.1933,31.05.1975,6974273,291842,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
597,1219,"4400500",Pappilankari,Q,Virtaama,"44.021",Lopetettu,01.01.1931,30.09.1993,7020550,292241,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
598,1220,"4400600",Keppo,Q,Virtaama,"44.012",Lopetettu,01.01.1931,31.12.1956,7020550,292241,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
599,1224,"4700300",Lappajärvi - luusua,Q,Virtaama,"47.031",Lopetettu,01.01.1931,31.12.1964,7019147,331174,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
600,1226,"4700410",Evijärvi - luusua,Q,Virtaama,"47.021",Lopetettu,01.01.1933,31.12.1954,7039340,318870,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Etelä-Pohjanmaa
601,1228,"4700550",Björkfors,Q,Virtaama,"47.014",Lopetettu,01.01.1967,30.04.1998,7049258,311557,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjanmaa
602,1233,"4900400",Pelon silta,Q,Virtaama,"49.021",Lopetettu,01.01.1968,31.12.1982,7074343,318221,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Pohjanmaa
603,1234,"4900500",Perho,Q,Virtaama,"49.011",Lopetettu,01.01.1951,31.12.1967,7084684,315406,Hydrologiset havaintopaikat virtaama Q lopetetut, pagingEnabled='true' preferCoordinatesForWfsT11='false' restrictToRequestBBOX='1' srsname='EPSG:3067' typename='inspire_ef:EF.HydrologisetHavaintopaikat_Virtaama_Q_lopetetut' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs' url='https://paikkatiedot.ymparisto.fi/geoserver/inspire_ef/wfs?request=GetCapabilities' version='auto',Keski-Pohjanmaa
