paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN;KoordErTmIta;KoordErTmPohj
3243;5300164;Haittaperän sp;W;Vedenkorkeus;53.082;Jatkuva;4.10.2004;18.1.2026;Pohjois-Pohjanmaa;42;0;;;;422405;7068102
3256;2100300;Ridasjärvi, Pohjapato;W;Vedenkorkeus;21.094;Jatkuva;1.1.1994;17.1.2026;Uusimaa;25;0;;;;390744;6723029
3259;2101710;Vantaanjoki, Vanhakaupunki;W;Vedenkorkeus;21.011;Jatkuva;18.10.2004;5.8.2014;Uusimaa;25;0;;;;388175;6678011
3275;4900344;Kaitfors, Alavesi, Kvarnholm;W;Vedenkorkeus;49.021;Jatkuva;1.1.1987;31.12.2018;Pohjanmaa;25;0;;;;321007;7068545
3276;4900345;Kaitfors;W;Vedenkorkeus;49.021;Jatkuva;1.1.1987;18.1.2026;Pohjanmaa;57;;;0;;322169;7067940
3278;3510771;Lukkarinsanta;W;Vedenkorkeus;35.111;Jatkuva;30.11.2004;19.1.2026;Satakunta;-13;-50;;;;225400;6828298
3279;1800110;Mallusjärvi;W;Vedenkorkeus;18.033;Jatkuva;1.1.1977;18.1.2026;Päijät-Häme;24;0;;;;423625;6734455
3310;8400910;Pattijoen säännöstelypato, ylävesi;W;Vedenkorkeus;84.09;Jatkuva;26.8.2008;19.1.2026;Pohjois-Pohjanmaa;24;0;;;;384961;7169581
3311;8400920;Pattijoen säännöstelypato, alavesi;W;Vedenkorkeus;84.09;Jatkuva;26.8.2008;19.1.2026;Pohjois-Pohjanmaa;24;0;;;;384956;7169600
3312;6300101;Kivijoki;W;Vedenkorkeus;63.031;Jatkuva;5.11.2005;18.1.2026;Pohjois-Pohjanmaa;37;0;;;;455191;7285211
3313;4700325;Ähtävänjoki, Hanhikoski;W;Vedenkorkeus;47.023;Jatkuva;24.9.2005;18.1.2026;Etelä-Pohjanmaa;-9871;-9911;;-9925;;328182;7027216
3314;6702520;Tornionjoki, Tornion kaupunki;W;Vedenkorkeus;67.111;Jatkuva;17.11.2005;18.1.2026;Lappi;41;0;;;;369945;7306779
3315;6503220;Ounasjoki, Kittilä kirkonkylä;W;Vedenkorkeus;65.542;Jatkuva;17.11.2005;18.1.2026;Lappi;31;0;;;;412155;7505135
3316;7101340;Ivalojoki Ivalo kirkonkylä;W;Vedenkorkeus;71.412;Jatkuva;26.10.2005;18.1.2026;Lappi;22;0;;;;521123;7615945
3321;3510721;Porin vanha silta;W;Vedenkorkeus;35.111;Jatkuva;10.8.2005;19.1.2026;Satakunta;-63;-100;;;;223355;6828592
3322;0410441;Kärinki;W;Vedenkorkeus;04.119;Jatkuva;9.2.2000;18.1.2026;Etelä-Karjala;8627;8607;;;;599250;6796490
3327;3501201;Nerosjärvi;W;Vedenkorkeus;35.783;Jatkuva;6.4.1981;18.1.2026;Kanta-Häme;27;0;;;;389416;6793280
3781;3502550;Matkolammi;W;Vedenkorkeus;35.236;Jatkuva;17.11.2020;18.1.2026;Kanta-Häme;28;0;;;;366967;6766744
3786;5600500;Piehinkijoki;W;Vedenkorkeus;56.001;Jatkuva;5.9.2019;18.1.2026;Pohjois-Pohjanmaa;28;0;;;;377669;7161984
3799;3510440;Harjavalta, ala;W;Vedenkorkeus;35.121;Jatkuva;12.1.2020;25.3.2020;Satakunta;28;0;;;;238750;6810283
3838;3503420;Lempäälä, ala;W;Vedenkorkeus;35.211;Jatkuva;15.8.2007;18.1.2026;Pirkanmaa;52;20;0;;;325957;6801698
3855;4700355;Hattar, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;21.10.2020;18.1.2026;Pohjanmaa;42;0;;-14;;307844;7055238
3864;0408190;Naapuskoski, alavesi;W;Vedenkorkeus;04.271;Jatkuva;14.1.2021;19.1.2026;Pohjois-Savo;42;0;;-14;;541897;6935254
3873;4207103;Seinäjoen ohjauspato, oikaisu-uoman suuosa;W;Vedenkorkeus;42.071;Jatkuva;21.3.2016;18.1.2026;Etelä-Pohjanmaa;54;;;0;;286735;6970449
3928;3606000;Kodesjärvi;W;Vedenkorkeus;36.034;Jatkuva;31.5.2022;18.1.2026;Etelä-Pohjanmaa;0;;;;;242326;6888824
3897;4700655;Herrfors, Alavesi;W;Vedenkorkeus;47.011;Jatkuva;4.3.2021;18.1.2026;Pohjanmaa;43;15;;0;;295897;7061596
3899;4700705;Finnholm, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;3.3.2021;18.1.2026;Pohjanmaa;57;14;;0;;309048;7053250
3916;3400000;Ahmasoja;W;Vedenkorkeus;34.024;Jatkuva;1.6.2020;18.1.2026;Satakunta;3577;3544;;;;237251;6786231
3938;G617302;Pohjoinen Julmalampi PJulmaAM;W;Vedenkorkeus;61.737;Jatkuva;4.9.2020;18.1.2026;Kainuu;0;-32;;;;552705;7207649
3941;4400180;Alavudenjärvi;W;Vedenkorkeus;44.051;Jatkuva;3.11.2022;18.1.2026;Etelä-Pohjanmaa;;0;;;;326828;6944950
3953;4207302;Kiikun pato, alavesi;W;Vedenkorkeus;42.071;Jatkuva;31.10.2022;18.1.2026;Etelä-Pohjanmaa;55;;;0;;285986;6976793
3958;3509870;Piilijoki;W;Vedenkorkeus;35.153;Jatkuva;4.4.2023;4.10.2023;Satakunta;34;0;;-11;;261070;6815469
3962;0410427;Saarijärvi, Juva;W;Vedenkorkeus;04.163;Jatkuva;9.4.2022;21.7.2025;Etelä-Savo;;;;9400;;530564;6848468
3967;4802000;Djupsjön;W;Vedenkorkeus;48.004;Jatkuva;9.8.2024;18.1.2026;Pohjanmaa;;;;9400;;330960;7046640
3974;0912000;Urpalanjoki, Tohmonsilta;W;Vedenkorkeus;09.001;Jatkuva;2.9.1970;19.1.2026;Kymenlaakso;1532;1511;;1505;;549205;6724906
3981;1404850;Kuusjärvi;W;Vedenkorkeus;14.281;Jatkuva;18.3.2014;17.1.2026;Keski-Suomi;9999;9970;;;;420607;6897363
3997;2700172;Hovirinnankoski, ylä;W;Vedenkorkeus;27.032;Jatkuva;19.6.2025;18.1.2026;Varsinais-Suomi;0;-28;;-38;;297421;6731274
3998;2700112;Painionkoski, Painion luusua;W;Vedenkorkeus;27.042;Jatkuva;19.6.2025;18.1.2026;Varsinais-Suomi;0;-27;;-37;;318424;6721624
4012;3505620;Kuorevesi, Vuohiselkä;W;Vedenkorkeus;35.611;Jatkuva;;;Keski-Suomi;0;-27;;-37;;375915;6875129
1828;0406500;Maaninkajärvi, Ahkionlahti, ala;W;Vedenkorkeus;04.282;Jatkuva;16.03.1863;18.1.2026;Pohjois-Savo;7980;7950;7926;;;511254;7008192
1830;0406610;Pulkonkoski;W;Vedenkorkeus;04.287;Jatkuva;6.4.1982;18.1.2026;Pohjois-Savo;8768;8739;;;;508793;6999942
1831;0406700;Laakajärvi;W;Vedenkorkeus;04.644;Jatkuva;1.1.1960;12.1.2026;Pohjois-Savo;58;29;0;;;544012;7078595
1832;0406800;Kiltuanjärvi;W;Vedenkorkeus;04.642;Jatkuva;1.1.1960;12.1.2026;Pohjois-Savo;58;28;0;;;539859;7072420
1833;0406900;Korpijärvi;W;Vedenkorkeus;04.631;Jatkuva;1.1.1917;12.1.2026;Pohjois-Savo;52;24;0;;;549308;7035500
1834;0406910;Sälevä;W;Vedenkorkeus;04.642;Jatkuva;1.1.1981;12.1.2026;Pohjois-Savo;53;;0;;;547091;7043726
1835;0407000;Atron voimalaitos, ylä;W;Vedenkorkeus;04.631;Jatkuva;1.1.1957;12.1.2026;Pohjois-Savo;52;24;0;;;549390;7027504
1836;0407200;Syväri, Lastukoski, ylä;W;Vedenkorkeus;04.631;Jatkuva;23.5.1906;12.1.2026;Pohjois-Savo;9368;9342;9318;;;564257;7008907
1839;0407410;Keyritty;W;Vedenkorkeus;04.673;Jatkuva;4.11.1986;19.1.2026;Pohjois-Savo;11991;11965;;;;568768;7027602
1841;0407610;Vuotjärvi, Irvinlahti;W;Vedenkorkeus;04.621;Jatkuva;12.6.1931;12.1.2026;Pohjois-Savo;48;24;0;;;567912;6994965
1845;0407640;Paasikoski,Y;W;Vedenkorkeus;04.612;Jatkuva;3.4.1930;12.1.2026;Pohjois-Savo;48;24;0;;;566960;6992332
1846;0407700;Karjalankoski,Ylä,Y;W;Vedenkorkeus;04.612;Jatkuva;1.1.1962;12.1.2026;Pohjois-Savo;48;24;0;;;565977;6991279
1848;0407720;Vehkalahti,Y;W;Vedenkorkeus;04.612;Jatkuva;1.1.1962;12.1.2026;Pohjois-Savo;49;;0;;;568022;6991741
1849;0407730;Karjalankoski,Ala,Y;W;Vedenkorkeus;04.611;Jatkuva;1.1.1962;12.1.2026;Pohjois-Savo;48;24;0;;;565920;6991255
1851;0407920;Kallavesi, Itkonniemi;W;Vedenkorkeus;04.272;Jatkuva;1.1.1912;18.1.2026;Pohjois-Savo;8087;8059;8037;;;537191;6974576
1853;0407940;Suuri-Pieksä;W;Vedenkorkeus;04.616;Jatkuva;1.1.1982;18.1.2026;Pohjois-Savo;8499;8471;;;;547665;6995957
1855;0408000;Kallavesi, Konnus, ylä;W;Vedenkorkeus;04.272;Jatkuva;01.01.1864;19.1.2026;Pohjois-Savo;50;24;4;;;539593;6935567
1856;0408100;Konnuksen kanava, ala;W;Vedenkorkeus;04.271;Jatkuva;01.01.1864;19.1.2026;Pohjois-Savo;50;24;4;;;539720;6935599
1862;0408200;Unnukka, Taipale, ylä;W;Vedenkorkeus;04.271;Jatkuva;01.04.1863;19.1.2026;Pohjois-Savo;8042;8017;8000;;;547313;6908459
1863;0408300;Saarijärvi;W;Vedenkorkeus;04.741;Jatkuva;1.1.1961;19.1.2026;Pohjois-Savo;10103;10079;;;;583174;6985720
1865;0408320;Vaikonjoki, Kajoonjärvi;W;Vedenkorkeus;04.761;Jatkuva;1.10.1974;18.1.2026;Pohjois-Karjala;16678;16654;;;;598480;6999786
1869;0408520;Juojärvi, Juurikkasalmi;W;Vedenkorkeus;04.711;Jatkuva;1.1.1963;17.1.2026;Pohjois-Karjala;42;18;0;;;592751;6936123
1873;0408700;Varisvesi, Karvio, ylä;W;Vedenkorkeus;04.273;Jatkuva;01.01.1897;18.1.2026;Pohjois-Karjala;7910;7886;7868;;;584501;6932611
1875;0408900;Kermajärvi, Kerma, ylä;W;Vedenkorkeus;04.274;Jatkuva;1.1.1903;19.1.2026;Pohjois-Karjala;7783;7761;7745;;;590913;6919391
1881;0409500;Sorsavesi, Sorsakoski, ylä;W;Vedenkorkeus;04.263;Jatkuva;17.6.1911;12.1.2026;Pohjois-Savo;9730;9704;9685;;;533572;6924603
1884;0409800;Maavesi;W;Vedenkorkeus;04.251;Jatkuva;1.1.1960;12.1.2026;Pohjois-Savo;43;17;0;;;529979;6898693
1886;0409910;Sysmäjärvi;W;Vedenkorkeus;04.251;Jatkuva;1.1.1960;12.1.2026;Pohjois-Savo;43;17;0;;;529984;6898749
1889;0410200;Haukivesi, Oravi;W;Vedenkorkeus;04.211;Jatkuva;01.01.1885;19.1.2026;Etelä-Savo;7442;7420;7407;;;583827;6887555
1891;0410400;Kuhakoski;W;Vedenkorkeus;04.172;Jatkuva;8.7.1916;18.1.2026;Etelä-Savo;7810;7787;;;;568602;6856536
1892;0410410;Kuolimo;W;Vedenkorkeus;04.141;Jatkuva;16.10.1931;18.1.2026;Etelä-Karjala;7653;7628;;;;536510;6785394
1894;0410510;Pihlajavesi, Savonlinna, ala;W;Vedenkorkeus;04.121;Jatkuva;1.1.1912;19.1.2026;Etelä-Savo;7540;7519;7510;;;597534;6859874
1895;0410600;Suurijärvi;W;Vedenkorkeus;04.124;Jatkuva;8.6.1982;18.1.2026;Etelä-Savo;7909;7889;;;;610441;6853891
1898;0411010;Saimaa, Ristiina;W;Vedenkorkeus;04.112;Jatkuva;26.5.1987;19.1.2026;Etelä-Savo;7262;7236;7223;;;514030;6818603
1900;0411200;Saimaa, Lauritsala;W;Vedenkorkeus;04.112;Jatkuva;01.01.1847;18.1.2026;Etelä-Karjala;7257;7237;7231;7236;;568618;6772714
1913;1100500;Salmen silta;W;Vedenkorkeus;11.002;Jatkuva;1.3.1966;19.1.2026;Kymenlaakso;1619;1598;;;;534593;6720632
1914;1400100;Muurasjärvi;W;Vedenkorkeus;14.482;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;11158;11124;11093;;;417042;7039166
1916;1400300;Saanijärvi;W;Vedenkorkeus;14.491;Jatkuva;26.7.1909;18.1.2026;Keski-Suomi;11360;11327;11298;;;428665;7030925
1920;1400500;Kolima, etelä;W;Vedenkorkeus;14.472;Jatkuva;1.1.1910;19.1.2026;Keski-Suomi;11079;11047;11020;;;446547;7005589
1921;1400520;Kärnäjärvi;W;Vedenkorkeus;14.471;Jatkuva;1.1.1940;19.1.2026;Keski-Suomi;10384;10352;10325;;;446693;7004900
1926;1400840;Pudasjärvi;W;Vedenkorkeus;14.442;Jatkuva;1.3.1940;18.1.2026;Keski-Suomi;44;12;-17;0;;415993;6983935
1927;1400850;Kivijärvi, Huhmarlahti;W;Vedenkorkeus;14.443;Jatkuva;1.1.1958;18.1.2026;Keski-Suomi;62;29;0;;;414082;6994526
1928;1400900;Vuosjärvi;W;Vedenkorkeus;14.441;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;10675;10643;10616;;;425524;6991272
1930;1401000;Muuruejärvi;W;Vedenkorkeus;14.432;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;10032;10000;9972;;;422545;7003098
1931;1401100;Keitele, Viitasaari;W;Vedenkorkeus;14.421;Jatkuva;01.01.1886;18.1.2026;Keski-Suomi;9857;9826;9799;;;442721;6994380
1936;1401410;Kyyjärvi;W;Vedenkorkeus;14.643;Jatkuva;1.1.1999;18.1.2026;Keski-Suomi;35;0;-32;;;376917;6994217
1938;1401500;Pääjärvi;W;Vedenkorkeus;14.631;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;14382;14349;14319;;;387780;6974920
1939;1401600;Karankajärvi;W;Vedenkorkeus;14.661;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;14808;14776;14746;;;388791;6961292
1940;1401700;Kalmarinjärvi;W;Vedenkorkeus;14.623;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;12919;12887;12858;;;398030;6963390
1941;1401800;Saarijärvi;W;Vedenkorkeus;14.614;Jatkuva;28.8.1909;18.1.2026;Keski-Suomi;58;27;0;;;411574;6953791
1943;1401900;Summasjärvi;W;Vedenkorkeus;14.613;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;10780;10749;10722;;;415184;6950640
1944;1401912;Lannevesi;W;Vedenkorkeus;14.651;Jatkuva;30.3.1962;18.1.2026;Keski-Suomi;11101;11071;;11059;;419471;6940778
1945;1402000;Pyhäjärvi, Parantala;W;Vedenkorkeus;14.681;Jatkuva;1.1.1910;18.1.2026;Keski-Suomi;57;26;0;;;423195;6946633
1949;1402130;Kiimasjärvi;W;Vedenkorkeus;14.612;Jatkuva;1.1.1967;18.1.2026;Keski-Suomi;57;26;0;;;425116;6943351
1951;1402210;Äänekoski, ala;W;Vedenkorkeus;14.332;Jatkuva;1.1.1900;31.12.2025;Keski-Suomi;56;26;0;;;435021;6941456
1952;1402300;Vatianjärvi;W;Vedenkorkeus;14.331;Jatkuva;23.7.1908;18.1.2026;Keski-Suomi;8833;8803;8778;;;445299;6925779
1955;1402400;Saraavesi, Kuusaa;W;Vedenkorkeus;14.321;Jatkuva;1.1.1909;18.1.2026;Keski-Suomi;55;25;0;;;445505;6924950
1956;1402500;Koivujärvi;W;Vedenkorkeus;14.753;Jatkuva;1.1.1910;18.1.2026;Pohjois-Savo;13029;12997;12968;;;461348;7035777
1961;1402710;Pielavesi, Säviä;W;Vedenkorkeus;14.741;Jatkuva;1.1.1934;18.1.2026;Pohjois-Savo;10008;9977;;;;483378;7007838
1966;1403300;Iisvesi;W;Vedenkorkeus;14.722;Jatkuva;7.7.1909;19.1.2026;Pohjois-Savo;9740;9710;9688;;;502270;6948445
1967;1403310;Niinivesi, Kerkonkoski, ala;W;Vedenkorkeus;14.721;Jatkuva;1.1.1928;30.12.2020;Pohjois-Savo;9501;9470;9446;;;484271;6958601
1968;1403400;Suonenjoki;W;Vedenkorkeus;14.782;Jatkuva;5.7.1909;18.1.2026;Pohjois-Savo;9900;9870;9848;;;506376;6944239
1971;1403430;Kiesimä, Kerkonkoski, ylä;W;Vedenkorkeus;14.761;Jatkuva;1.6.1927;31.12.2022;Pohjois-Savo;9826;9795;9771;;;484128;6958567
1974;1403600;Hankavesi;W;Vedenkorkeus;14.712;Jatkuva;3.7.1909;18.1.2026;Pohjois-Savo;9557;9527;9504;;;491133;6942985
1979;1403900;Konnevesi, etelä;W;Vedenkorkeus;14.711;Jatkuva;1.1.1910;19.1.2026;Keski-Suomi;9497;9466;9441;;;477720;6948372
1982;1404100;Kynsivesi;W;Vedenkorkeus;14.352;Jatkuva;19.6.1909;18.1.2026;Keski-Suomi;8751;8720;8695;;;459855;6932930
1984;1404120;Leivonvesi, Simuna;W;Vedenkorkeus;14.352;Jatkuva;1.3.1974;18.1.2026;Keski-Suomi;8678;8649;;;;457460;6916685
1985;1404210;Kuuhankavesi, Hankasalmi;W;Vedenkorkeus;14.371;Jatkuva;1.1.1910;19.1.2026;Keski-Suomi;9842;9814;9792;;;472400;6907484
1987;1404230;Armisvesi;W;Vedenkorkeus;14.373;Jatkuva;4.1.1974;19.1.2026;Keski-Suomi;10542;10512;;;;481797;6922173
1991;1404310;Kuusvesi, Simuna;W;Vedenkorkeus;14.351;Jatkuva;1.1.1951;18.1.2026;Keski-Suomi;8348;8319;;;;457126;6916830
3893;4700565;Björkfors, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;3.3.2021;18.1.2026;Pohjanmaa;-9893;-9935;;-9949;;311557;7049258
3894;4700600;Långfors, Ylävesi;W;Vedenkorkeus;47.012;Jatkuva;4.3.2021;18.1.2026;Pohjanmaa;43;0;;-15;;299227;7061978
3949;1405370;Arvajankosken ylävesi, Lehmijärvi;W;Vedenkorkeus;14.261;Jatkuva;24.10.2022;11.1.2026;Keski-Suomi;43;0;;-15;;408111;6846224
3341;8400200;Vörå å;W;Vedenkorkeus;84.009;Jatkuva;12.11.2005;18.1.2026;Pohjanmaa;43;0;;;;260711;7010079
3348;0100331;Ylinen;W;Vedenkorkeus;01.034;Jatkuva;1.1.1986;3.11.2025;Pohjois-Karjala;22;0;;;;667354;6942451
3358;2300402;Olkkalanjoki;W;Vedenkorkeus;23.091;Jatkuva;24.3.2006;18.1.2026;Uusimaa;3277;3252;;;;354349;6703889
3359;0404801;Pitkälampi;W;Vedenkorkeus;04.333;Jatkuva;1.1.1986;14.10.2025;Pohjois-Karjala;23;0;;;;647253;6959865
3360;0404811;Höytiäinen, Sorpanniemi;W;Vedenkorkeus;04.821;Jatkuva;1.1.1992;17.1.2026;Pohjois-Karjala;42;18;0;;;633811;6969310
3361;6503810;Ounaskoski ylä;W;Vedenkorkeus;65.211;Jatkuva;17.4.2001;18.1.2026;Lappi;50;;;0;;444314;7376960
3362;6503110;Ounasjoki, Ketomella;W;Vedenkorkeus;65.623;Jatkuva;17.10.2006;19.1.2026;Lappi;26105;26076;;;;376916;7577337
3365;0406810;Haapajärvi;W;Vedenkorkeus;04.642;Jatkuva;8.1.2008;12.1.2026;Pohjois-Savo;26105;26076;;;;539597;7072248
3366;5904400;Sanginjoki;W;Vedenkorkeus;59.141;Jatkuva;2.6.2008;18.1.2026;Pohjois-Pohjanmaa;26105;26076;;;;438808;7206679
3367;3507800;Aurejärvi;W;Vedenkorkeus;35.573;Jatkuva;1.7.1995;18.1.2026;Pirkanmaa;35;0;-29;;;307954;6878435
3383;4900220;Halsuanjärvi;W;Vedenkorkeus;49.032;Jatkuva;14.10.2004;18.1.2026;Keski-Pohjanmaa;52;;;0;;355219;7039272
3384;3505400;Pohjoisjärvi;W;Vedenkorkeus;35.681;Jatkuva;25.9.2013;18.1.2026;Keski-Suomi;10936;10904;;;;385065;6899608
3385;5300201;Jämsänkosken ylävesi;W;Vedenkorkeus;53.081;Jatkuva;13.8.2007;18.1.2026;Pohjois-Pohjanmaa;10936;10904;;;;413695;7076007
3386;5300221;Hinkuan alavesi;W;Vedenkorkeus;53.081;Jatkuva;13.8.2007;18.1.2026;Pohjois-Pohjanmaa;10936;10904;;;;419081;7064679
3387;2400302;Kiskon Kirkkojärvi;W;Vedenkorkeus;24.021;Jatkuva;22.11.2005;18.1.2026;Varsinais-Suomi;26;0;;;;304610;6684593
3389;6503212;Ounasjoki Hossa;W;Vedenkorkeus;65.611;Jatkuva;12.9.2007;18.1.2026;Lappi;18181;18151;;;;410888;7523868
3391;6503230;Ounasjoki Särestö ylä;W;Vedenkorkeus;65.541;Jatkuva;13.9.2007;18.1.2026;Lappi;17005;16973;;;;414022;7491905
3392;6503221;Seurujoki talvitienmukka;W;Vedenkorkeus;65.697;Jatkuva;9.9.2007;18.1.2026;Lappi;20805;20776;;;;430753;7535819
3393;6503211;Ounasjoki Taalo;W;Vedenkorkeus;65.543;Jatkuva;11.9.2007;10.12.2024;Lappi;18154;18122;;;;413327;7519664
3407;3501112;Kuohijärvi C;W;Vedenkorkeus;35.782;Jatkuva;15.9.1910;18.1.2026;Kanta-Häme;27;0;;;;389498;6792133
3424;3507702;Käenkoski, ylä;W;Vedenkorkeus;35.533;Jatkuva;4.9.2008;18.1.2026;Pirkanmaa;27;0;;;;293097;6884126
3425;3507701;Käenkoski,ala;W;Vedenkorkeus;35.533;Jatkuva;4.9.2008;18.1.2026;Pirkanmaa;27;0;;;;293084;6884108
3426;3504001;Metterinjärvi;W;Vedenkorkeus;35.422;Jatkuva;4.9.2008;18.1.2026;Pirkanmaa;35;;;-13;;338835;6922838
3427;3504101;Soininkoski, ylä;W;Vedenkorkeus;35.421;Jatkuva;4.9.2008;18.1.2026;Pirkanmaa;35;;;-13;;337376;6920293
3435;3509115;Heinijärvi;W;Vedenkorkeus;35.973;Jatkuva;11.3.2009;18.1.2026;Kanta-Häme;28;0;;;;322429;6754139
3439;0404520;Pielisjoki, Jynkän vedenottamo;W;Vedenkorkeus;04.331;Jatkuva;5.12.2009;18.1.2026;Pohjois-Karjala;23;0;-14;;;648285;6948268
3465;0403032;Ruhtoma;W;Vedenkorkeus;04.284;Jatkuva;14.11.2009;13.7.2025;Pohjois-Savo;11962;11933;;;;513448;6976436
3468;2406000;Mellerinkoski;W;Vedenkorkeus;24.062;Jatkuva;25.8.2009;19.1.2026;Varsinais-Suomi;3357;3330;;;;302942;6686062
3469;0406260;Nerohvirta ylä W;W;Vedenkorkeus;huhti.52;Jatkuva;15.1.2021;18.1.2026;Pohjois-Savo;3357;3330;;;;511160;7037721
3486;3909900;Västerfjärden;W;Vedenkorkeus;39.001;Jatkuva;9.9.2010;18.1.2026;Pohjanmaa;43;0;;;;203033;6930613
3490;4400119;Ponnenjärvi;W;Vedenkorkeus;44.08;Jatkuva;1.1.2000;17.1.2026;Etelä-Pohjanmaa;36;0;;;;338314;6950430
3492;3501925;Vuolteenkoski, Ylä;W;Vedenkorkeus;35.822;Jatkuva;12.1.1938;18.1.2026;Kanta-Häme;40;14;0;;;391262;6741992
3500;2100215;Vantaanjoki, Peltosaari;W;Vedenkorkeus;21.023;Jatkuva;8.11.2011;18.1.2026;Kanta-Häme;26;0;;;;379918;6735442
3502;0101300;Loitimo, Oskolankoski;W;Vedenkorkeus;01.021;Jatkuva;2.12.2011;7.6.2021;Pohjois-Karjala;21;0;;;;679493;6928850
3503;4600110;Purmojärvi;W;Vedenkorkeus;46.041;Jatkuva;22.11.2011;18.1.2026;Etelä-Pohjanmaa;41;0;;;;313074;7024346
3505;3504965;Kortessalmi;W;Vedenkorkeus;35.481;Jatkuva;11.6.2010;11.10.2017;Pirkanmaa;34;0;;;;345775;6906032
3506;3504975;Naurissalmi;W;Vedenkorkeus;35.411;Jatkuva;11.6.2010;23.7.2018;Pirkanmaa;34;0;;;;340970;6896907
3509;1405910;Nuoramoisjärvi;W;Vedenkorkeus;14.811;Jatkuva;1.1.1910;18.1.2026;Päijät-Häme;26;0;;;;438503;6812224
3510;3509230;Ypäjä, Loimijoki;W;Vedenkorkeus;35.92;Jatkuva;28.8.2012;18.1.2026;Kanta-Häme;27;0;;;;297079;6746726
3519;3509600;Punkalaitumenjoki;W;Vedenkorkeus;35.941;Jatkuva;10.10.2012;15.1.2026;Pirkanmaa;31;0;;;;287337;6782679
3522;1406923;Salajärvi;W;Vedenkorkeus;14.162;Jatkuva;14.4.2013;18.1.2026;Päijät-Häme;8604;8580;8566;8572;;444629;6766856
3528;8102850;Espoonjoki, moottoritien silta;W;Vedenkorkeus;81.055;Jatkuva;6.2.2013;18.1.2026;Uusimaa;320;295;;;;370716;6677571
3529;1403215;Keihäsjärvi, alaosa;W;Vedenkorkeus;14.725;Jatkuva;1.2.1992;24.11.1995;Pohjois-Savo;10554;10524;;10510;;509084;6970734
3530;1403216;Keihäsjärvi, yläosa;W;Vedenkorkeus;14.725;Jatkuva;2.2.1992;28.6.2022;Pohjois-Savo;10502;10473;;10516;;509838;6969264
3531;4200900;Hiirikoski;W;Vedenkorkeus;42.016;Jatkuva;1.1.2015;31.10.2022;Pohjanmaa;10502;10473;;10516;;254475;6995767
3534;4400121;Rantatöysänjärvi;W;Vedenkorkeus;44.071;Jatkuva;15.8.2012;19.1.2026;Etelä-Pohjanmaa;50;14;;0;;328019;6952335
3535;4409110;Hourunkoski;W;Vedenkorkeus;44.031;Jatkuva;1.8.1999;18.1.2026;Etelä-Pohjanmaa;55;;;0;;304284;6986049
3537;4403200;Mäkelänkoski;W;Vedenkorkeus;44.033;Jatkuva;24.3.2013;18.1.2026;Etelä-Pohjanmaa;53;;;0;;310922;6980901
3539;3543100;Ryötönkoski;W;Vedenkorkeus;35.431;Jatkuva;24.3.2013;18.1.2026;Etelä-Pohjanmaa;34;0;;;;351480;6934888
3541;3542400;Vääräkoski;W;Vedenkorkeus;35.424;Jatkuva;24.3.2013;18.1.2026;Etelä-Pohjanmaa;35;0;;;;347830;6935984
3546;0606150;Telkjärvi;W;Vedenkorkeus;06.011;Jatkuva;12.11.2013;18.1.2026;Etelä-Karjala;3321;3300;;;;571432;6747708
3548;3503200;Kortejärvi;W;Vedenkorkeus;35.286;Jatkuva;10.1.2014;18.1.2026;Pirkanmaa;31;0;;;;310109;6780761
3550;4200432;Liikapuron tekojärvi pato;W;Vedenkorkeus;42.078;Jatkuva;17.4.2013;18.1.2026;Etelä-Pohjanmaa;31;0;;;;297393;6921320
3552;4200290;Jalasjoki, Jalasjärvi;W;Vedenkorkeus;42.043;Jatkuva;12.2.2014;19.1.2026;Etelä-Pohjanmaa;38;0;;-11;;281449;6935708
3556;3700600;Lapväärtinjoki Vt8;W;Vedenkorkeus;37.01;Jatkuva;27.5.2014;19.1.2026;Pohjanmaa;41;0;;;;214402;6914288
3557;8103700;Åminneforsin voimalaitoksen pato;W;Vedenkorkeus;81V078;Jatkuva;31.5.2014;18.1.2026;Uusimaa;41;0;;;;310402;6666946
3561;3509161;Kuivajärvi;W;Vedenkorkeus;35.973;Jatkuva;25.9.2014;14.11.2025;Kanta-Häme;28;0;;;;323707;6756885
3562;3509162;Kyynäräjärvi;W;Vedenkorkeus;35.973;Jatkuva;24.9.2014;22.11.2025;Kanta-Häme;28;0;;;;324194;6756959
3563;3509163;Saloistenjärvi;W;Vedenkorkeus;35.973;Jatkuva;25.9.2014;18.1.2026;Kanta-Häme;28;0;;;;324703;6757659
3569;3700200;Isojoki, Dagsmark;W;Vedenkorkeus;37.03;Jatkuva;27.9.2014;19.1.2026;Pohjanmaa;40;0;;;;222254;6911610
