paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN;KoordErTmIta;KoordErTmPohj
3012;3501310;Vitsiälänvuolle, ala (Hauhonselkä);W;Vedenkorkeus;35.772;Lopetettu;1.5.1998;30.11.2009;Kanta-Häme;8334;8307;;;;366523;6788171
3013;8102500;Viikin luonnonsuojelualue;W;Vedenkorkeus;81V049;Lopetettu;22.6.1999;21.9.2007;Uusimaa;25;0;;;;388827;6676898
3014;2300410;Kotojärvi eli Lahnusta;W;Vedenkorkeus;23.092;Lopetettu;10.1.2000;13.9.2013;Uusimaa;4824;4799;;;;357011;6703417
3016;2104800;Luhtaanmäenjoki (Keimola);W;Vedenkorkeus;21.012;Lopetettu;7.1.1997;16.6.2025;Uusimaa;2519;2494;;;;379011;6691601
3022;0410470;Rautjärvi;W;Vedenkorkeus;04.193;Lopetettu;19.3.1979;10.1.2003;Etelä-Karjala;19;0;;;;612596;6798523
3043;1410931;Villikkalanjoki, pato;W;Vedenkorkeus;14.116;Lopetettu;17.9.1990;24.12.2007;Kymenlaakso;1744;1722;;;;478154;6724125
3046;0410812;Keskimmäinen;W;Vedenkorkeus;04.115;Lopetettu;11.5.1970;31.12.2009;Etelä-Savo;78804;78780;;;;525589;6831235
3047;0410423;Nevajärvi;W;Vedenkorkeus;04.253;Lopetettu;20.3.1970;28.12.2008;Etelä-Savo;11709;;;11675;;527208;6870489
3054;5300910;Vääräjoki, Torvenperän silta;W;Vedenkorkeus;53.094;Lopetettu;5.5.1975;31.12.1995;Pohjois-Pohjanmaa;52;;;0;;384429;7075371
3057;5400130;Parkkimanjärvi;W;Vedenkorkeus;54.059;Lopetettu;24.1.1978;31.12.2001;Pohjois-Pohjanmaa;52;;;0;;442862;7068024
3058;5400140;Komujärvi;W;Vedenkorkeus;54.053;Lopetettu;1.1.1981;31.12.1988;Pohjois-Pohjanmaa;52;;;0;;457730;7059374
3059;5300810;Siiponjoki, Kurikkala;W;Vedenkorkeus;53.016;Lopetettu;5.5.1975;31.1.1998;Pohjois-Pohjanmaa;52;;;0;;345552;7117875
3063;1800430;Sääksjärvi, Mäntsälä;W;Vedenkorkeus;18.062;Lopetettu;31.5.2002;28.12.2015;Uusimaa;7155;7130;;;;411804;6719089
3064;2300241;Valkjärvi, Sammatti;W;Vedenkorkeus;23.074;Lopetettu;16.11.2000;19.12.2008;Uusimaa;5648;5622;;;;323596;6693609
3065;2300242;Ruokjärvi;W;Vedenkorkeus;23.074;Lopetettu;14.12.2000;19.12.2008;Uusimaa;6049;6023;;;;323462;6693689
3066;2300243;Haarjärvi;W;Vedenkorkeus;23.074;Lopetettu;17.11.2000;30.9.2008;Uusimaa;5736;5710;;;;323704;6696017
3067;2300244;Kirmustenjärvi;W;Vedenkorkeus;23.024;Lopetettu;16.11.2000;13.12.2013;Uusimaa;5395;5369;;;;324952;6692021
3069;2300231;Ruutinlampi;W;Vedenkorkeus;23.061;Lopetettu;12.4.2002;25.12.2008;Uusimaa;6500;6474;;;;336409;6701561
3076;1300102;Keisarinkoski;W;Vedenkorkeus;13.002;Lopetettu;2.4.2003;17.12.2008;Kymenlaakso;29;;0;;;506628;6736573
3105;3503110;Kalvola, Muulinjärvi;W;Vedenkorkeus;35.285;Lopetettu;1.4.1954;20.5.2014;Kanta-Häme;28;0;;;;333318;6768229
3106;3509113;Oksjärvi;W;Vedenkorkeus;35.937;Lopetettu;22.8.2001;26.11.2003;Kanta-Häme;11027;11000;;;;334427;6742839
3111;3502320;Torho;W;Vedenkorkeus;35.886;Lopetettu;5.4.1969;30.9.2004;Kanta-Häme;9144;9117;;;;353494;6741741
3112;3502520;Lehijärvi;W;Vedenkorkeus;35.237;Lopetettu;22.9.1971;2.2.2009;Kanta-Häme;8030;8002;;;;353889;6772077
3115;3502510;Hattelmalanjärvi;W;Vedenkorkeus;35.233;Lopetettu;29.7.1953;30.9.2012;Kanta-Häme;28;0;;;;361625;6762184
3124;3501211;Kuohijärvi;W;Vedenkorkeus;35.782;Lopetettu;10.5.1993;23.9.2007;Kanta-Häme;27;0;;;;386156;6787261
3126;3501920;Puujoki, kartanon silta, (koiravuolle);W;Vedenkorkeus;35.822;Lopetettu;10.3.1939;24.4.1964;Kanta-Häme;27;0;;;;387696;6745548
3128;3501840;Ormajärvi;W;Vedenkorkeus;35.792;Lopetettu;30.8.2001;27.4.2022;Kanta-Häme;26;0;;;;390316;6777117
3130;3501220;Ekojärvi, ekojoki, vähä-evo;W;Vedenkorkeus;35.787;Lopetettu;16.10.2000;27.11.2013;Kanta-Häme;8743;8716;;;;389705;6786922
3135;3501830;Viipsjärvi;W;Vedenkorkeus;35.836;Lopetettu;14.9.2003;27.2.2005;Kanta-Häme;26;0;;;;402029;6780698
3137;1405820;Salaksjärvi;W;Vedenkorkeus;14.221;Lopetettu;;;Päijät-Häme;8616;8589;;;;431858;6821958
3139;1405810;Kirkjärvi;W;Vedenkorkeus;14.228;Lopetettu;14.1.1980;28.1.1999;Päijät-Häme;8491;8464;;;;433937;6826056
3140;1406922;Kärkjärvi, herneniemen luoteisranta;W;Vedenkorkeus;14.163;Lopetettu;24.10.2000;28.11.2003;Päijät-Häme;9204;9180;;;;437416;6760123
3144;1405710;Iso Suojärvi;W;Vedenkorkeus;14.823;Lopetettu;9.5.1996;21.7.2019;Keski-Suomi;27;0;;;;464006;6831075
3148;8101800;Lapinjärvi;W;Vedenkorkeus;81.027;Lopetettu;4.1.2003;28.12.2011;Uusimaa;2330;2305;;2300;;453968;6721180
3149;1500100;Taasianjoki, Kimonkylä;W;Vedenkorkeus;15.003;Lopetettu;17.5.1989;30.9.2015;Uusimaa;2416;;;2387;;461596;6730176
3150;2300830;Hormajärvi;W;Vedenkorkeus;23.025;Lopetettu;3.6.2003;27.12.2015;Uusimaa;3205;3180;;;;334999;6687632
3151;2300245;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;5.7.2001;19.4.2005;Uusimaa;3242;3216;;;;328920;6688611
3154;1405010;Suolivesi;W;Vedenkorkeus;14.524;Lopetettu;18.4.2004;30.4.2010;Keski-Suomi;3242;3216;;;;406301;6891670
3161;2300246;Raatinjoki;W;Vedenkorkeus;23.024;Lopetettu;15.1.2004;22.8.2014;Uusimaa;3563;3537;;;;328923;6688684
3165;3505610;Harahuhta, Kuorevesi;W;Vedenkorkeus;35.611;Lopetettu;1.9.2004;28.2.2007;Pirkanmaa;9854;9823;;;;375935;6876171
3167;0405702;Rotimojärvi;W;Vedenkorkeus;04.546;Lopetettu;5.1.2004;31.12.2008;Pohjois-Savo;15313;15280;;;;492989;7092649
3168;1600120;Siippo eli Niemenjärvi, pato;W;Vedenkorkeus;16.005;Lopetettu;29.4.1986;24.11.1995;Uusimaa;3834;3809;;;;440107;6728455
3169;1600130;Sopajärvi, laskujoki;W;Vedenkorkeus;16.005;Lopetettu;23.4.1986;24.11.1995;Uusimaa;3826;3801;;;;439795;6728599
3170;1601210;Koskenkylänjoki, Hammarfors;W;Vedenkorkeus;16.001;Lopetettu;19.3.1986;8.4.1991;Uusimaa;627;;;597;;442274;6708324
3171;1700700;Kotojärvi, Myrskylä;W;Vedenkorkeus;17.006;Lopetettu;1.6.1955;24.9.1995;Uusimaa;3725;3700;;;;434677;6717040
3172;1900410;Kotojärvi, lintutorni;W;Vedenkorkeus;19.004;Lopetettu;4.4.1984;30.12.1996;Uusimaa;7503;7479;;;;404825;6728172
3173;1900420;Kotojärvi, Luhtaanoja;W;Vedenkorkeus;19.004;Lopetettu;4.4.1984;27.4.1997;Uusimaa;7423;7399;;;;404246;6726847
3174;2200630;Karhujärvi eli Björnträsk;W;Vedenkorkeus;22.003;Lopetettu;1.4.1995;26.9.2005;Uusimaa;2744;;;2712;;350413;6681413
3175;2200640;Siuntionjoki, Kvarnbyn pato;W;Vedenkorkeus;22.002;Lopetettu;12.10.1995;26.11.1995;Uusimaa;2732;;;2700;;347610;6678626
3177;2300111;Pyhäjärvi, Vanjoen silta;W;Vedenkorkeus;23.042;Lopetettu;1.1.1984;31.12.1992;Uusimaa;7240;7214;;;;346363;6714208
3178;2300401;Olkkalanjoki, myllypato;W;Vedenkorkeus;23.091;Lopetettu;5.1.1979;15.1.1993;Uusimaa;3525;3500;;;;354468;6703967
3179;2300247;Nummenjoki, Kuilunnokka;W;Vedenkorkeus;23.071;Lopetettu;9.4.1987;26.11.1991;Uusimaa;3426;3400;;;;329925;6699242
3181;8102010;Loviisanjoki, vikaksen silta;W;Vedenkorkeus;81.027;Lopetettu;2.1.1977;14.12.1992;Uusimaa;1138;1114;;;;454839;6712952
3183;8102820;Juusjärvi;W;Vedenkorkeus;81.057;Lopetettu;1.4.1962;15.10.1964;Uusimaa;3057;;;3025;;357818;6676684
3184;8102830;Lapinkylänjärvi;W;Vedenkorkeus;81.057;Lopetettu;1.3.1959;15.11.1964;Uusimaa;3057;;;3025;;359801;6678185
3202;2400500;Omenojärvi;W;Vedenkorkeus;24.063;Lopetettu;7.4.1983;31.1.2011;Varsinais-Suomi;6595;6568;;;;309937;6702585
3205;3510610;Kullaanjoki, jokihaaran silta;W;Vedenkorkeus;35.142;Lopetettu;1.2.1967;31.3.2002;Satakunta;2801;2765;;;;240946;6823330
3209;3600141;Suomijärvi, kattilajoen silta;W;Vedenkorkeus;36.084;Lopetettu;3.6.2001;29.11.2005;Satakunta;14079;14043;;;;276446;6894660
3210;5400310;Piipsjärvi;W;Vedenkorkeus;54.071;Lopetettu;19.2.1986;28.12.1999;Pohjois-Pohjanmaa;14079;14043;;;;399354;7130504
3220;1405520;Viheri;W;Vedenkorkeus;14.831;Lopetettu;1.5.1999;30.11.2006;Keski-Suomi;9356;9328;;;;457487;6843549
3221;1401830;Horonalanen;W;Vedenkorkeus;14.622;Lopetettu;15.5.1987;19.6.2008;Keski-Suomi;12361;12329;;;;397920;6956263
3228;1401820;Vartejärvi;W;Vedenkorkeus;14.622;Lopetettu;15.5.1987;30.12.2008;Keski-Suomi;12333;12301;;;;399939;6952985
3229;1401720;Hepolampi;W;Vedenkorkeus;14.623;Lopetettu;13.5.1987;11.5.2003;Keski-Suomi;14368;14335;;;;389923;6963580
3230;1400720;Ala-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;1.7.2000;29.10.2004;Keski-Suomi;14968;14935;;;;403318;6986581
3231;1400730;Ylä-Viivajärvi;W;Vedenkorkeus;14.445;Lopetettu;8.10.1999;26.10.2001;Keski-Suomi;15523;15490;;;;403218;6985781
3261;8101920;Savijärvi, Sipoo;W;Vedenkorkeus;81.043;Lopetettu;4.1.1983;29.11.1995;Uusimaa;2907;2882;;;;408181;6693116
3268;4900430;Rauman silta;W;Vedenkorkeus;49.023;Lopetettu;;;Keski-Pohjanmaa;2907;2882;;;;327937;7058007
3269;4900420;Kattilakoski;W;Vedenkorkeus;49.023;Lopetettu;3.12.1970;31.12.1987;Keski-Pohjanmaa;41;0;;;;326724;7059644
3270;4900421;Haaviston silta;W;Vedenkorkeus;49.022;Lopetettu;1.1.1971;27.12.1979;Pohjanmaa;56;;;0;;329200;7063085
3271;4900422;Laiskaniemi;W;Vedenkorkeus;49.022;Lopetettu;;;Pohjanmaa;56;;;0;;327152;7062398
3272;4900342;Paasilan silta;W;Vedenkorkeus;49.022;Lopetettu;11.12.1970;31.12.1985;Pohjanmaa;4236;4194;;4180;;324464;7067891
3273;4900343;Tastin sillan yläp.;W;Vedenkorkeus;49.021;Lopetettu;1.1.1971;30.4.1983;Pohjanmaa;2457;2415;;2402;;320146;7068642
3274;5100340;Sykäräinen;W;Vedenkorkeus;51.031;Lopetettu;7.5.1975;31.8.1983;Keski-Pohjanmaa;11274;;;11222;;371508;7057039
3281;3509170;Tammela, Talpianjärvi;W;Vedenkorkeus;35.938;Lopetettu;23.4.2004;6.10.2010;Kanta-Häme;28;0;;;;315525;6740870
3282;0406412;Patalahti-ylä;W;Vedenkorkeus;04.282;Lopetettu;11.4.2003;31.12.2008;Pohjois-Savo;8170;8140;;;;509135;7012818
3283;0406411;Patalahti-ala;W;Vedenkorkeus;04.282;Lopetettu;11.4.2003;31.12.2008;Pohjois-Savo;8168;8138;;8128;;509225;7010602
3284;1402741;Korppinen;W;Vedenkorkeus;14.734;Lopetettu;14.12.2004;28.10.2020;Pohjois-Savo;11627;11595;;;;465603;7024922
3285;3502620;Hattula, Lepaa-Vanajanselkä;W;Vedenkorkeus;35.232;Lopetettu;24.4.2005;10.8.2016;Kanta-Häme;47;17;0;;;355869;6778144
3286;3502610;Hattula, Mierola;W;Vedenkorkeus;35.232;Lopetettu;22.5.2005;17.7.2006;Kanta-Häme;47;17;0;;;359074;6772684
3304;2105200;Tuusulanjoki, Jokitien silta;W;Vedenkorkeus;21.081;Lopetettu;12.1.2005;20.12.2011;Uusimaa;3390;3364;;;;389098;6695518
3305;2105500;Tuusulanjoki, Katriinantiensilta;W;Vedenkorkeus;21.081;Lopetettu;1.4.2005;20.12.2011;Uusimaa;2626;2600;;;;385191;6690948
3306;2105400;Tuusulanjoki, Myllykylä;W;Vedenkorkeus;21.081;Lopetettu;5.4.2005;20.8.2012;Uusimaa;3196;3170;;;;386449;6692011
3307;2105410;Tuusulanjoki, Soiniityntien silta;W;Vedenkorkeus;21.081;Lopetettu;1.4.2005;20.12.2011;Uusimaa;3347;3321;;;;387041;6692609
3317;0407913;Keskimmäinen;W;Vedenkorkeus;04.692;Lopetettu;1.11.2004;30.8.2008;Pohjois-Savo;8206;8180;;;;562575;6974067
3318;3509114;Jänijärvi;W;Vedenkorkeus;35.973;Lopetettu;26.10.1938;30.1.2022;Kanta-Häme;28;0;;;;319969;6751625
3323;2400111;Lohilampi;W;Vedenkorkeus;24.033;Lopetettu;5.6.2005;19.11.2008;Uusimaa;5939;5913;;;;322994;6688636
3325;3502430;Joutjärvi;W;Vedenkorkeus;35.882;Lopetettu;;;Kanta-Häme;28;0;;;;368700;6747452
3332;0300451;Kangaskoski, ala;W;Vedenkorkeus;03.011;Lopetettu;1.1.2006;31.7.2021;Etelä-Karjala;19;0;;;;628261;6810993
1827;0406410;Onkivesi, Vianto, ylä;W;Vedenkorkeus;04.511;Lopetettu;16.03.1863;31.12.1873;Pohjois-Savo;8244;;8190;;;510116;7010546
1829;0406600;Kallavesi, Ruokovirta, ylä;W;Vedenkorkeus;04.282;Lopetettu;01.03.1868;31.12.1965;Pohjois-Savo;7968;7939;7915;;;516949;6997628
1837;0407300;Alaluostanjärvi;W;Vedenkorkeus;04.681;Lopetettu;9.8.1916;30.6.1992;Pohjois-Savo;10431;10406;;10396;;573679;7016587
1838;0407400;Keyritynjoki;W;Vedenkorkeus;04.672;Lopetettu;1.1.1966;31.12.1987;Pohjois-Savo;11164;11138;;11128;;572472;7023925
1840;0407600;Vuotjärvi, Lastukoski, ala;W;Vedenkorkeus;04.621;Lopetettu;1.1.1907;31.7.1992;Pohjois-Savo;9292;9266;9242;;;564288;7008836
1842;0407620;Vuotjärvi, Niskakoski;W;Vedenkorkeus;04.621;Lopetettu;1.1.1920;31.12.1958;Pohjois-Savo;48;;0;;;567675;6994081
1843;0407622;Juankoski, Uittoruuhi;W;Vedenkorkeus;04.621;Lopetettu;1.1.1932;31.12.1958;Pohjois-Savo;48;;0;;;567911;6993952
1844;0407630;Juankosken voimalaitos, ala;W;Vedenkorkeus;04.612;Lopetettu;2.1.1929;30.9.2008;Pohjois-Savo;48;;0;;;567720;6993771
1847;0407710;Lammensalmi,Y;W;Vedenkorkeus;04.612;Lopetettu;1.1.1962;31.12.1995;Pohjois-Savo;49;;0;;;568178;6992053
1850;0407800;Kallavesi, Ruokovirta, ala;W;Vedenkorkeus;04.281;Lopetettu;01.01.1880;31.12.1990;Pohjois-Savo;7935;7906;7885;;;516772;6997289
1852;0407930;Räimänkoski;W;Vedenkorkeus;04.281;Lopetettu;29.3.1982;11.1.2018;Pohjois-Savo;8206;8178;;;;531639;6988058
1854;0407980;Suvasvesi;W;Vedenkorkeus;04.273;Lopetettu;20.12.1971;31.12.1972;Pohjois-Savo;8206;8178;;;;558590;6939188
1857;0408110;Leppävirta;W;Vedenkorkeus;04.271;Lopetettu;1.1.1925;31.12.1990;Pohjois-Savo;8087;;8042;;;541458;6932151
1858;0408140;Unnukka, Kopolanvirta 4;W;Vedenkorkeus;04.271;Lopetettu;1.1.1945;28.12.1971;Pohjois-Savo;8078;;8036;;;550176;6911219
1859;0408150;Unnukka, Kopolanvirta 5;W;Vedenkorkeus;04.271;Lopetettu;1.1.1945;31.12.1974;Pohjois-Savo;8067;;8025;;;550556;6909547
1860;0408160;Unnukka, Kopolanvirta 6;W;Vedenkorkeus;04.271;Lopetettu;1.1.1945;31.12.1974;Pohjois-Savo;8074;;8032;;;550356;6909219
1861;0408170;Unnukka, Pitkälänniemi;W;Vedenkorkeus;04.271;Lopetettu;10.1.1945;31.10.1974;Pohjois-Savo;8043;;8001;;;547873;6910616
1864;0408310;Vaikonjoki, Kärenjärvi;W;Vedenkorkeus;04.742;Lopetettu;26.5.1986;31.8.1993;Pohjois-Savo;10255;10231;;;;585210;6990273
1866;0408410;Kaavinjärvi, Kaavinkoski;W;Vedenkorkeus;04.731;Lopetettu;1.1.1960;15.1.2018;Pohjois-Savo;9979;9955;;;;582929;6974285
1867;0408500;Juojärvi, Pölläsenlahti;W;Vedenkorkeus;04.711;Lopetettu;18.6.1912;31.3.1933;Pohjois-Karjala;9955;;9914;;;604001;6935594
1868;0408510;Juojärvi, Ohtaansalmi;W;Vedenkorkeus;04.711;Lopetettu;1.1.1959;30.6.1992;Pohjois-Karjala;10035;10010;;10000;;586428;6961634
1870;0408600;Juojärvi, Patoonkoski;W;Vedenkorkeus;04.711;Lopetettu;1.1.1908;31.12.1930;Pohjois-Karjala;10027;;9984;;;586638;6938823
1871;0408610;Juojärvi, Taivallahti, ylä;W;Vedenkorkeus;04.711;Lopetettu;1.1.1928;31.12.1995;Pohjois-Karjala;9881;9857;9838;;;585900;6938049
1872;0408620;Varisvesi, Varistaipale, ala;W;Vedenkorkeus;04.273;Lopetettu;1.8.1927;31.12.1995;Pohjois-Karjala;7906;7882;7864;;;584341;6936052
1874;0408800;Kermajärvi, Karvio, ala;W;Vedenkorkeus;04.274;Lopetettu;01.01.1897;31.12.1995;Pohjois-Karjala;7791;7767;7747;;;584539;6932512
1876;0409000;Kerman kanava, ala;W;Vedenkorkeus;04.274;Lopetettu;2.4.1902;31.12.1995;Pohjois-Karjala;7519;7497;7480;;;590884;6919321
1877;0409100;Vihovuonteen kanava, ylä;W;Vedenkorkeus;04.274;Lopetettu;1.1.1903;31.12.1995;Pohjois-Karjala;7520;7497;7480;;;588773;6919579
1878;0409200;Ruokovesi, Vihovuonne, ala;W;Vedenkorkeus;04.274;Lopetettu;2.4.1902;31.12.1995;Pohjois-Karjala;7410;7387;7370;;;588740;6919532
1879;0409300;Ruokovesi, Pilppa, ylä;W;Vedenkorkeus;04.221;Lopetettu;1.1.1903;30.11.1999;Pohjois-Karjala;7416;7394;7377;;;591328;6911852
1880;0409400;Pilpan kanava, ala;W;Vedenkorkeus;04.221;Lopetettu;1.4.1902;31.12.1995;Pohjois-Karjala;7313;7291;7275;;;591281;6911793
1882;0409600;Osmajärvi, Sorsakoski, ala;W;Vedenkorkeus;04.262;Lopetettu;1.1.1926;31.12.1993;Pohjois-Savo;7921;7895;7876;;;534881;6923575
1883;0409700;Kuvansi, Kuvansinjoki;W;Vedenkorkeus;04.261;Lopetettu;1.1.1913;28.2.1978;Pohjois-Savo;7772;;7730;;;545286;6905720
1885;0409900;Sysmäjärvi;W;Vedenkorkeus;04.251;Lopetettu;1.1.1912;31.12.1956;Pohjois-Savo;8703;;8660;;;530905;6900606
1887;0410000;Kolkonjärvi;W;Vedenkorkeus;04.242;Lopetettu;1.7.1911;31.3.1933;Etelä-Savo;8703;;8660;;;557867;6875411
1888;0410100;Haukivesi, Taipale, ala;W;Vedenkorkeus;04.211;Lopetettu;01.01.1864;31.1.2010;Pohjois-Savo;43;18;0;;;547064;6907937
1890;0410310;Haukivesi, Savonlinna, ylä;W;Vedenkorkeus;04.211;Lopetettu;11.7.1911;31.12.1993;Etelä-Savo;7517;7496;7489;;;599912;6861278
1893;0410420;Rautjärvi, Siikakoski;W;Vedenkorkeus;04.112;Lopetettu;7.1.1975;31.12.1993;Etelä-Savo;7895;7871;7857;;;536825;6846215
1896;0410800;Saimaa, Mikkeli;W;Vedenkorkeus;04.151;Lopetettu;4.6.1909;30.9.1992;Etelä-Savo;7446;7420;7406;;;514928;6839557
1897;0411000;Louhivesi, Juurisalmi;W;Vedenkorkeus;04.151;Lopetettu;01.07.1867;31.12.1987;Etelä-Savo;7264;7239;7230;;;515319;6823177
1899;0411100;Saimaa, Puumala;W;Vedenkorkeus;04.112;Lopetettu;01.01.1885;31.12.1931;Etelä-Savo;7544;;7514;;;562662;6821266
1901;0411210;Saimaa, Lauritsala;W;Vedenkorkeus;04.112;Lopetettu;1.1.1968;31.12.1984;Etelä-Karjala;7257;7237;7231;;;568612;6772719
1902;0411300;Saimaa, Vuoksenniska;W;Vedenkorkeus;04.112;Lopetettu;1.1.1931;31.12.1936;Etelä-Karjala;7488;;7464;;;597408;6789701
1903;0411310;Saimaa, Niskalampi;W;Vedenkorkeus;04.112;Lopetettu;1.4.1931;31.1.1987;Etelä-Karjala;7295;7276;7271;;;595857;6789159
1904;0411410;Vuoksi, Tainionkoski, pato;W;Vedenkorkeus;04.112;Lopetettu;1.1.1932;30.6.1987;Etelä-Karjala;24;;0;;;596120;6787824
1905;0411430;Vuoksi, Tainionkoski, ylä;W;Vedenkorkeus;04.111;Lopetettu;1.1.1971;31.12.1995;Etelä-Karjala;24;;0;;;595869;6787581
1906;0411520;Vuoksi, Tainionkoski, ala;W;Vedenkorkeus;04.111;Lopetettu;1.1.1932;31.12.1995;Etelä-Karjala;24;;0;;;595818;6787525
1907;0411710;Vuoksi, Mellonlahti;W;Vedenkorkeus;04.191;Lopetettu;1.1.1939;31.12.1980;Etelä-Karjala;4236;4217;4213;;;594978;6781988
1908;0411740;Vuoksi, Saunaranta;W;Vedenkorkeus;04.191;Lopetettu;1.1.1981;30.4.1994;Etelä-Karjala;4169;;4146;;;595452;6782059
1909;0411800;Vuoksi, Kyyrönkoski;W;Vedenkorkeus;04.191;Lopetettu;1.1.1936;31.12.1964;Etelä-Karjala;4103;4084;4080;;;595892;6781719
1910;0411910;Vuoksi, Kyyrönkoski, ala;W;Vedenkorkeus;04.191;Lopetettu;1.1.1945;31.10.1947;Etelä-Karjala;4026;;4003;;;596735;6780341
1911;0412000;Vuoksi, Myllykoski, ala;W;Vedenkorkeus;04.191;Lopetettu;1.1.1911;31.12.1943;Etelä-Karjala;3699;;3676;;;596945;6779589
1912;0412200;Vuoksi, Vallinkoski, ala;W;Vedenkorkeus;04.191;Lopetettu;1.1.1911;4.11.1925;Etelä-Karjala;3210;;3187;;;596646;6778174
1915;1400200;Alvajärvi;W;Vedenkorkeus;14.481;Lopetettu;1.1.1910;30.6.1932;Keski-Suomi;11121;;11059;;;426394;7024951
1917;1400310;Elämäjärvi;W;Vedenkorkeus;14.493;Lopetettu;1.1.1947;31.12.1969;Keski-Suomi;12274;12241;;12229;;435298;7037900
1918;1400400;Kolima, pohj.;W;Vedenkorkeus;14.472;Lopetettu;1.1.1910;31.12.1950;Keski-Suomi;11084;;11023;;;432183;7020926
1919;1400410;Löytänä;W;Vedenkorkeus;14.438;Lopetettu;1.1.1941;30.6.1948;Keski-Suomi;11636;;11576;;;430445;7008514
1922;1400600;Jäppäjärvi;W;Vedenkorkeus;14.452;Lopetettu;1.1.1910;31.12.1950;Keski-Suomi;11636;;11576;;;397715;7028435
1923;1400700;Kivijärvi, pohj.;W;Vedenkorkeus;14.443;Lopetettu;16.8.1909;31.12.2010;Keski-Suomi;13055;13020;12990;;;405977;7016712
1924;1400710;Heitjärvi;W;Vedenkorkeus;14.446;Lopetettu;1.1.1941;31.12.1999;Keski-Suomi;14252;14218;14190;;;401811;6995905
1925;1400800;Kivijärvi, etelä;W;Vedenkorkeus;14.443;Lopetettu;1.1.1910;30.4.1992;Keski-Suomi;13055;13022;12993;;;409834;6981898
1929;1400910;Hilmon voimalaitos, ala;W;Vedenkorkeus;14.441;Lopetettu;1.1.1958;31.3.1999;Keski-Suomi;61;;0;;;416469;6993430
1932;1401200;Keitele, itä;W;Vedenkorkeus;14.421;Lopetettu;1.1.1910;31.12.1931;Pohjois-Savo;9910;;9854;;;466684;6963544
1933;1401210;Keitele, Neiturintaipale, ylä;W;Vedenkorkeus;14.421;Lopetettu;1.1.1928;30.4.1994;Keski-Suomi;9674;9643;9618;;;470343;6958921
1934;1401300;Keitele, Suolahti;W;Vedenkorkeus;14.411;Lopetettu;1.1.1909;31.12.1993;Keski-Suomi;9884;9854;9829;;;441051;6938197
1935;1401400;Kyyjärvi;W;Vedenkorkeus;14.643;Lopetettu;1.1.1910;31.12.1998;Keski-Suomi;14962;14927;14895;;;376924;6994108
1937;1401420;Vahanka;W;Vedenkorkeus;14.672;Lopetettu;1.1.1963;31.10.1993;Keski-Suomi;16516;16481;;16468;;374534;6974359
1942;1401810;Mahlunjärvi;W;Vedenkorkeus;14.621;Lopetettu;1.1.1964;1.6.2003;Keski-Suomi;12038;12006;;11991;;400570;6951620
1946;1402100;Kiimasjärvi;W;Vedenkorkeus;14.612;Lopetettu;2.9.1909;28.2.1982;Keski-Suomi;10607;10576;10550;;;424410;6942589
1947;1402110;Naarajärvi;W;Vedenkorkeus;14.611;Lopetettu;1.1.1910;6.11.2006;Keski-Suomi;9335;9305;9279;;;429903;6944222
1948;1402120;Kiimaskoski;W;Vedenkorkeus;14.612;Lopetettu;13.5.1936;22.12.1980;Keski-Suomi;10604;10573;10547;;;426432;6942381
1950;1402200;Kuhnamojärvi;W;Vedenkorkeus;14.332;Lopetettu;1.1.1909;30.4.1993;Keski-Suomi;9031;9001;8975;;;434665;6940110
1953;1402309;Vatianjärvi, Kuusaa;W;Vedenkorkeus;14.333;Lopetettu;1.1.1971;31.12.1981;Keski-Suomi;8831;;8776;;;445252;6925737
1954;1402310;Peurunka;W;Vedenkorkeus;14.333;Lopetettu;1.1.1946;30.6.1992;Keski-Suomi;10485;10455;;;;441350;6926698
1957;1402510;Koivujoki;W;Vedenkorkeus;14.751;Lopetettu;1.1.1962;14.4.1975;Pohjois-Savo;11658;11626;11615;;;470937;7028589
1958;1402520;Koivujoki;W;Vedenkorkeus;14.752;Lopetettu;15.4.1975;11.12.1994;Pohjois-Savo;11658;11626;;11615;;470831;7028681
1959;1402600;Pielavesi, länsi;W;Vedenkorkeus;14.741;Lopetettu;1.1.1910;31.12.1932;Pohjois-Savo;10183;;10125;;;473652;7020193
1960;1402700;Pielavesi, Säviä;W;Vedenkorkeus;14.741;Lopetettu;01.01.1891;31.12.1941;Pohjois-Savo;10041;;9984;;;483465;7007845
1962;1402900;Nilakka, Kolu, ylä;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.5.1994;Pohjois-Savo;10033;10003;9978;;;485975;6982544
1963;1403000;Rasvanki, Kolu, ala;W;Vedenkorkeus;14.722;Lopetettu;01.01.1896;31.5.1994;Pohjois-Savo;9584;9554;9529;;;486063;6982618
1964;1403100;Hirvijärvi;W;Vedenkorkeus;14.771;Lopetettu;12.7.1909;4.2.1935;Pohjois-Savo;10143;;10089;;;498332;6975907
1965;1403200;Virmasvesi;W;Vedenkorkeus;14.722;Lopetettu;7.7.1909;31.3.1933;Pohjois-Savo;9741;;9687;;;501657;6963602
